tf_bnum	gene_bnum	cset_type	cset_id	n
b0020	b0029	negative	negative_2_1	3
b0020	b0051	negative	negative_2_1	3
b0020	b0080	negative	negative_2_1	3
b0020	b0082	negative	negative_2_1	3
b0020	b0088	negative	negative_2_1	3
b0020	b0093	negative	negative_2_1	3
b0020	b0149	negative	negative_2_1	3
b0020	b0167	negative	negative_2_1	3
b0020	b0242	negative	negative_2_1	3
b0020	b0369	negative	negative_2_1	3
b0020	b0391	negative	negative_2_1	3
b0020	b0414	negative	negative_2_1	3
b0020	b0421	negative	negative_2_1	3
b0020	b0463	negative	negative_2_1	3
b0020	b0465	negative	negative_2_1	3
b0020	b0470	negative	negative_2_1	3
b0020	b0492	negative	negative_2_1	3
b0020	b0659	negative	negative_2_1	3
b0020	b0675	negative	negative_2_1	3
b0020	b0923	negative	negative_2_1	3
b0020	b0955	negative	negative_2_1	3
b0020	b0962	negative	negative_2_1	3
b0020	b1034	negative	negative_2_1	3
b0020	b1107	negative	negative_2_1	3
b0020	b1128	negative	negative_2_1	3
b0020	b1129	negative	negative_2_1	3
b0020	b1214	negative	negative_2_1	3
b0020	b1249	negative	negative_2_1	3
b0020	b1323	negative	negative_2_1	3
b0020	b1413	negative	negative_2_1	3
b0020	b1424	negative	negative_2_1	3
b0020	b1624	negative	negative_2_1	3
b0020	b1865	negative	negative_2_1	3
b0020	b1913	negative	negative_2_1	3
b0020	b1914	negative	negative_2_1	3
b0020	b1928	negative	negative_2_1	3
b0020	b2064	negative	negative_2_1	3
b0020	b2065	negative	negative_2_1	3
b0020	b2188	negative	negative_2_1	3
b0020	b2216	negative	negative_2_1	3
b0020	b2300	negative	negative_2_1	3
b0020	b2303	negative	negative_2_1	3
b0020	b2320	negative	negative_2_1	3
b0020	b2431	negative	negative_2_1	3
b0020	b2441	negative	negative_2_1	3
b0020	b2501	negative	negative_2_1	3
b0020	b2502	negative	negative_2_1	3
b0020	b2513	negative	negative_2_1	3
b0020	b2564	negative	negative_2_1	3
b0020	b2566	negative	negative_2_1	3
b0020	b2567	negative	negative_2_1	3
b0020	b2576	negative	negative_2_1	3
b0020	b2610	negative	negative_2_1	3
b0020	b2744	negative	negative_2_1	3
b0020	b2745	negative	negative_2_1	3
b0020	b2784	negative	negative_2_1	3
b0020	b2822	negative	negative_2_1	3
b0020	b2827	negative	negative_2_1	3
b0020	b2830	negative	negative_2_1	3
b0020	b2893	negative	negative_2_1	3
b0020	b2901	negative	negative_2_1	3
b0020	b2908	negative	negative_2_1	3
b0020	b2909	negative	negative_2_1	3
b0020	b2947	negative	negative_2_1	3
b0020	b2962	negative	negative_2_1	3
b0020	b3019	negative	negative_2_1	3
b0020	b3030	negative	negative_2_1	3
b0020	b3032	negative	negative_2_1	3
b0020	b3147	negative	negative_2_1	3
b0020	b3191	negative	negative_2_1	3
b0020	b3192	negative	negative_2_1	3
b0020	b3197	negative	negative_2_1	3
b0020	b3199	negative	negative_2_1	3
b0020	b3201	negative	negative_2_1	3
b0020	b3205	negative	negative_2_1	3
b0020	b3210	negative	negative_2_1	3
b0020	b3247	negative	negative_2_1	3
b0020	b3279	negative	negative_2_1	3
b0020	b3283	negative	negative_2_1	3
b0020	b3288	negative	negative_2_1	3
b0020	b3352	negative	negative_2_1	3
b0020	b3385	negative	negative_2_1	3
b0020	b3386	negative	negative_2_1	3
b0020	b3551	negative	negative_2_1	3
b0020	b3590	negative	negative_2_1	3
b0020	b3607	negative	negative_2_1	3
b0020	b3640	negative	negative_2_1	3
b0020	b3701	negative	negative_2_1	3
b0020	b3702	negative	negative_2_1	3
b0020	b3779	negative	negative_2_1	3
b0020	b3802	negative	negative_2_1	3
b0020	b3813	negative	negative_2_1	3
b0020	b3844	negative	negative_2_1	3
b0020	b3859	negative	negative_2_1	3
b0020	b3911	negative	negative_2_1	3
b0020	b3961	negative	negative_2_1	3
b0020	b3963	negative	negative_2_1	3
b0020	b3964	negative	negative_2_1	3
b0020	b3965	negative	negative_2_1	3
b0020	b3997	negative	negative_2_1	3
b0020	b4043	negative	negative_2_1	3
b0020	b4160	negative	negative_2_1	3
b0020	b4170	negative	negative_2_1	3
b0020	b4221	negative	negative_2_1	3
b0020	b4235	negative	negative_2_1	3
b0020	b4295	negative	negative_2_1	3
b0034	b0029	negative	negative_2_1	3
b0034	b0051	negative	negative_2_1	3
b0034	b0080	negative	negative_2_1	3
b0034	b0082	negative	negative_2_1	3
b0034	b0088	negative	negative_2_1	3
b0034	b0093	negative	negative_2_1	3
b0034	b0149	negative	negative_2_1	3
b0034	b0167	negative	negative_2_1	3
b0034	b0242	negative	negative_2_1	3
b0034	b0369	negative	negative_2_1	3
b0034	b0391	negative	negative_2_1	3
b0034	b0414	negative	negative_2_1	3
b0034	b0421	negative	negative_2_1	3
b0034	b0463	negative	negative_2_1	3
b0034	b0465	negative	negative_2_1	3
b0034	b0470	negative	negative_2_1	3
b0034	b0492	negative	negative_2_1	3
b0034	b0659	negative	negative_2_1	3
b0034	b0675	negative	negative_2_1	3
b0034	b0923	negative	negative_2_1	3
b0034	b0955	negative	negative_2_1	3
b0034	b0962	negative	negative_2_1	3
b0034	b1034	negative	negative_2_1	3
b0034	b1107	negative	negative_2_1	3
b0034	b1128	negative	negative_2_1	3
b0034	b1129	negative	negative_2_1	3
b0034	b1214	negative	negative_2_1	3
b0034	b1249	negative	negative_2_1	3
b0034	b1323	negative	negative_2_1	3
b0034	b1413	negative	negative_2_1	3
b0034	b1424	negative	negative_2_1	3
b0034	b1624	negative	negative_2_1	3
b0034	b1865	negative	negative_2_1	3
b0034	b1913	negative	negative_2_1	3
b0034	b1914	negative	negative_2_1	3
b0034	b1928	negative	negative_2_1	3
b0034	b2064	negative	negative_2_1	3
b0034	b2065	negative	negative_2_1	3
b0034	b2188	negative	negative_2_1	3
b0034	b2216	negative	negative_2_1	3
b0034	b2300	negative	negative_2_1	3
b0034	b2303	negative	negative_2_1	3
b0034	b2320	negative	negative_2_1	3
b0034	b2431	negative	negative_2_1	3
b0034	b2441	negative	negative_2_1	3
b0034	b2501	negative	negative_2_1	3
b0034	b2502	negative	negative_2_1	3
b0034	b2513	negative	negative_2_1	3
b0034	b2564	negative	negative_2_1	3
b0034	b2566	negative	negative_2_1	3
b0034	b2567	negative	negative_2_1	3
b0034	b2576	negative	negative_2_1	3
b0034	b2610	negative	negative_2_1	3
b0034	b2744	negative	negative_2_1	3
b0034	b2745	negative	negative_2_1	3
b0034	b2784	negative	negative_2_1	3
b0034	b2822	negative	negative_2_1	3
b0034	b2827	negative	negative_2_1	3
b0034	b2830	negative	negative_2_1	3
b0034	b2893	negative	negative_2_1	3
b0034	b2901	negative	negative_2_1	3
b0034	b2908	negative	negative_2_1	3
b0034	b2909	negative	negative_2_1	3
b0034	b2947	negative	negative_2_1	3
b0034	b2962	negative	negative_2_1	3
b0034	b3019	negative	negative_2_1	3
b0034	b3030	negative	negative_2_1	3
b0034	b3032	negative	negative_2_1	3
b0034	b3147	negative	negative_2_1	3
b0034	b3191	negative	negative_2_1	3
b0034	b3192	negative	negative_2_1	3
b0034	b3197	negative	negative_2_1	3
b0034	b3199	negative	negative_2_1	3
b0034	b3201	negative	negative_2_1	3
b0034	b3205	negative	negative_2_1	3
b0034	b3210	negative	negative_2_1	3
b0034	b3247	negative	negative_2_1	3
b0034	b3279	negative	negative_2_1	3
b0034	b3283	negative	negative_2_1	3
b0034	b3288	negative	negative_2_1	3
b0034	b3352	negative	negative_2_1	3
b0034	b3385	negative	negative_2_1	3
b0034	b3386	negative	negative_2_1	3
b0034	b3551	negative	negative_2_1	3
b0034	b3590	negative	negative_2_1	3
b0034	b3607	negative	negative_2_1	3
b0034	b3640	negative	negative_2_1	3
b0034	b3701	negative	negative_2_1	3
b0034	b3702	negative	negative_2_1	3
b0034	b3779	negative	negative_2_1	3
b0034	b3802	negative	negative_2_1	3
b0034	b3813	negative	negative_2_1	3
b0034	b3844	negative	negative_2_1	3
b0034	b3859	negative	negative_2_1	3
b0034	b3911	negative	negative_2_1	3
b0034	b3961	negative	negative_2_1	3
b0034	b3963	negative	negative_2_1	3
b0034	b3964	negative	negative_2_1	3
b0034	b3965	negative	negative_2_1	3
b0034	b3997	negative	negative_2_1	3
b0034	b4043	negative	negative_2_1	3
b0034	b4160	negative	negative_2_1	3
b0034	b4170	negative	negative_2_1	3
b0034	b4221	negative	negative_2_1	3
b0034	b4235	negative	negative_2_1	3
b0034	b4295	negative	negative_2_1	3
b0064	b0029	negative	negative_2_1	3
b0064	b0051	negative	negative_2_1	3
b0064	b0080	negative	negative_2_1	3
b0064	b0082	negative	negative_2_1	3
b0064	b0088	negative	negative_2_1	3
b0064	b0093	negative	negative_2_1	3
b0064	b0149	negative	negative_2_1	3
b0064	b0167	negative	negative_2_1	3
b0064	b0242	negative	negative_2_1	3
b0064	b0369	negative	negative_2_1	3
b0064	b0391	negative	negative_2_1	3
b0064	b0414	negative	negative_2_1	3
b0064	b0421	negative	negative_2_1	3
b0064	b0463	negative	negative_2_1	3
b0064	b0465	negative	negative_2_1	3
b0064	b0470	negative	negative_2_1	3
b0064	b0492	negative	negative_2_1	3
b0064	b0659	negative	negative_2_1	3
b0064	b0675	negative	negative_2_1	3
b0064	b0923	negative	negative_2_1	3
b0064	b0955	negative	negative_2_1	3
b0064	b0962	negative	negative_2_1	3
b0064	b1034	negative	negative_2_1	3
b0064	b1107	negative	negative_2_1	3
b0064	b1128	negative	negative_2_1	3
b0064	b1129	negative	negative_2_1	3
b0064	b1214	negative	negative_2_1	3
b0064	b1249	negative	negative_2_1	3
b0064	b1323	negative	negative_2_1	3
b0064	b1413	negative	negative_2_1	3
b0064	b1424	negative	negative_2_1	3
b0064	b1624	negative	negative_2_1	3
b0064	b1865	negative	negative_2_1	3
b0064	b1913	negative	negative_2_1	3
b0064	b1914	negative	negative_2_1	3
b0064	b1928	negative	negative_2_1	3
b0064	b2064	negative	negative_2_1	3
b0064	b2065	negative	negative_2_1	3
b0064	b2188	negative	negative_2_1	3
b0064	b2216	negative	negative_2_1	3
b0064	b2300	negative	negative_2_1	3
b0064	b2303	negative	negative_2_1	3
b0064	b2320	negative	negative_2_1	3
b0064	b2431	negative	negative_2_1	3
b0064	b2441	negative	negative_2_1	3
b0064	b2501	negative	negative_2_1	3
b0064	b2502	negative	negative_2_1	3
b0064	b2513	negative	negative_2_1	3
b0064	b2564	negative	negative_2_1	3
b0064	b2566	negative	negative_2_1	3
b0064	b2567	negative	negative_2_1	3
b0064	b2576	negative	negative_2_1	3
b0064	b2610	negative	negative_2_1	3
b0064	b2744	negative	negative_2_1	3
b0064	b2745	negative	negative_2_1	3
b0064	b2784	negative	negative_2_1	3
b0064	b2822	negative	negative_2_1	3
b0064	b2827	negative	negative_2_1	3
b0064	b2830	negative	negative_2_1	3
b0064	b2893	negative	negative_2_1	3
b0064	b2901	negative	negative_2_1	3
b0064	b2908	negative	negative_2_1	3
b0064	b2909	negative	negative_2_1	3
b0064	b2947	negative	negative_2_1	3
b0064	b2962	negative	negative_2_1	3
b0064	b3019	negative	negative_2_1	3
b0064	b3030	negative	negative_2_1	3
b0064	b3032	negative	negative_2_1	3
b0064	b3147	negative	negative_2_1	3
b0064	b3191	negative	negative_2_1	3
b0064	b3192	negative	negative_2_1	3
b0064	b3197	negative	negative_2_1	3
b0064	b3199	negative	negative_2_1	3
b0064	b3201	negative	negative_2_1	3
b0064	b3205	negative	negative_2_1	3
b0064	b3210	negative	negative_2_1	3
b0064	b3247	negative	negative_2_1	3
b0064	b3279	negative	negative_2_1	3
b0064	b3283	negative	negative_2_1	3
b0064	b3288	negative	negative_2_1	3
b0064	b3352	negative	negative_2_1	3
b0064	b3385	negative	negative_2_1	3
b0064	b3386	negative	negative_2_1	3
b0064	b3551	negative	negative_2_1	3
b0064	b3590	negative	negative_2_1	3
b0064	b3607	negative	negative_2_1	3
b0064	b3640	negative	negative_2_1	3
b0064	b3701	negative	negative_2_1	3
b0064	b3702	negative	negative_2_1	3
b0064	b3779	negative	negative_2_1	3
b0064	b3802	negative	negative_2_1	3
b0064	b3813	negative	negative_2_1	3
b0064	b3844	negative	negative_2_1	3
b0064	b3859	negative	negative_2_1	3
b0064	b3911	negative	negative_2_1	3
b0064	b3961	negative	negative_2_1	3
b0064	b3963	negative	negative_2_1	3
b0064	b3964	negative	negative_2_1	3
b0064	b3965	negative	negative_2_1	3
b0064	b3997	negative	negative_2_1	3
b0064	b4043	negative	negative_2_1	3
b0064	b4160	negative	negative_2_1	3
b0064	b4170	negative	negative_2_1	3
b0064	b4221	negative	negative_2_1	3
b0064	b4235	negative	negative_2_1	3
b0064	b4295	negative	negative_2_1	3
b0069	b0029	negative	negative_2_1	3
b0069	b0051	negative	negative_2_1	3
b0069	b0080	negative	negative_2_1	3
b0069	b0082	negative	negative_2_1	3
b0069	b0088	negative	negative_2_1	3
b0069	b0093	negative	negative_2_1	3
b0069	b0149	negative	negative_2_1	3
b0069	b0167	negative	negative_2_1	3
b0069	b0242	negative	negative_2_1	3
b0069	b0369	negative	negative_2_1	3
b0069	b0391	negative	negative_2_1	3
b0069	b0414	negative	negative_2_1	3
b0069	b0421	negative	negative_2_1	3
b0069	b0463	negative	negative_2_1	3
b0069	b0465	negative	negative_2_1	3
b0069	b0470	negative	negative_2_1	3
b0069	b0492	negative	negative_2_1	3
b0069	b0659	negative	negative_2_1	3
b0069	b0675	negative	negative_2_1	3
b0069	b0923	negative	negative_2_1	3
b0069	b0955	negative	negative_2_1	3
b0069	b0962	negative	negative_2_1	3
b0069	b1034	negative	negative_2_1	3
b0069	b1107	negative	negative_2_1	3
b0069	b1128	negative	negative_2_1	3
b0069	b1129	negative	negative_2_1	3
b0069	b1214	negative	negative_2_1	3
b0069	b1249	negative	negative_2_1	3
b0069	b1323	negative	negative_2_1	3
b0069	b1413	negative	negative_2_1	3
b0069	b1424	negative	negative_2_1	3
b0069	b1624	negative	negative_2_1	3
b0069	b1865	negative	negative_2_1	3
b0069	b1913	negative	negative_2_1	3
b0069	b1914	negative	negative_2_1	3
b0069	b1928	negative	negative_2_1	3
b0069	b2064	negative	negative_2_1	3
b0069	b2065	negative	negative_2_1	3
b0069	b2188	negative	negative_2_1	3
b0069	b2216	negative	negative_2_1	3
b0069	b2300	negative	negative_2_1	3
b0069	b2303	negative	negative_2_1	3
b0069	b2320	negative	negative_2_1	3
b0069	b2431	negative	negative_2_1	3
b0069	b2441	negative	negative_2_1	3
b0069	b2501	negative	negative_2_1	3
b0069	b2502	negative	negative_2_1	3
b0069	b2513	negative	negative_2_1	3
b0069	b2564	negative	negative_2_1	3
b0069	b2566	negative	negative_2_1	3
b0069	b2567	negative	negative_2_1	3
b0069	b2576	negative	negative_2_1	3
b0069	b2610	negative	negative_2_1	3
b0069	b2744	negative	negative_2_1	3
b0069	b2745	negative	negative_2_1	3
b0069	b2784	negative	negative_2_1	3
b0069	b2822	negative	negative_2_1	3
b0069	b2827	negative	negative_2_1	3
b0069	b2830	negative	negative_2_1	3
b0069	b2893	negative	negative_2_1	3
b0069	b2901	negative	negative_2_1	3
b0069	b2908	negative	negative_2_1	3
b0069	b2909	negative	negative_2_1	3
b0069	b2947	negative	negative_2_1	3
b0069	b2962	negative	negative_2_1	3
b0069	b3019	negative	negative_2_1	3
b0069	b3030	negative	negative_2_1	3
b0069	b3032	negative	negative_2_1	3
b0069	b3147	negative	negative_2_1	3
b0069	b3191	negative	negative_2_1	3
b0069	b3192	negative	negative_2_1	3
b0069	b3197	negative	negative_2_1	3
b0069	b3199	negative	negative_2_1	3
b0069	b3201	negative	negative_2_1	3
b0069	b3205	negative	negative_2_1	3
b0069	b3210	negative	negative_2_1	3
b0069	b3247	negative	negative_2_1	3
b0069	b3279	negative	negative_2_1	3
b0069	b3283	negative	negative_2_1	3
b0069	b3288	negative	negative_2_1	3
b0069	b3352	negative	negative_2_1	3
b0069	b3385	negative	negative_2_1	3
b0069	b3386	negative	negative_2_1	3
b0069	b3551	negative	negative_2_1	3
b0069	b3590	negative	negative_2_1	3
b0069	b3607	negative	negative_2_1	3
b0069	b3640	negative	negative_2_1	3
b0069	b3701	negative	negative_2_1	3
b0069	b3702	negative	negative_2_1	3
b0069	b3779	negative	negative_2_1	3
b0069	b3802	negative	negative_2_1	3
b0069	b3813	negative	negative_2_1	3
b0069	b3844	negative	negative_2_1	3
b0069	b3859	negative	negative_2_1	3
b0069	b3911	negative	negative_2_1	3
b0069	b3961	negative	negative_2_1	3
b0069	b3963	negative	negative_2_1	3
b0069	b3964	negative	negative_2_1	3
b0069	b3965	negative	negative_2_1	3
b0069	b3997	negative	negative_2_1	3
b0069	b4043	negative	negative_2_1	3
b0069	b4160	negative	negative_2_1	3
b0069	b4170	negative	negative_2_1	3
b0069	b4221	negative	negative_2_1	3
b0069	b4235	negative	negative_2_1	3
b0069	b4295	negative	negative_2_1	3
b0076	b0029	negative	negative_2_1	3
b0076	b0051	negative	negative_2_1	3
b0076	b0080	negative	negative_2_1	3
b0076	b0082	negative	negative_2_1	3
b0076	b0088	negative	negative_2_1	3
b0076	b0093	negative	negative_2_1	3
b0076	b0149	negative	negative_2_1	3
b0076	b0167	negative	negative_2_1	3
b0076	b0242	negative	negative_2_1	3
b0076	b0369	negative	negative_2_1	3
b0076	b0391	negative	negative_2_1	3
b0076	b0414	negative	negative_2_1	3
b0076	b0421	negative	negative_2_1	3
b0076	b0463	negative	negative_2_1	3
b0076	b0465	negative	negative_2_1	3
b0076	b0470	negative	negative_2_1	3
b0076	b0492	negative	negative_2_1	3
b0076	b0659	negative	negative_2_1	3
b0076	b0675	negative	negative_2_1	3
b0076	b0923	negative	negative_2_1	2
b0076	b0955	negative	negative_2_1	3
b0076	b0962	negative	negative_2_1	3
b0076	b1034	negative	negative_2_1	3
b0076	b1107	negative	negative_2_1	3
b0076	b1128	negative	negative_2_1	3
b0076	b1129	negative	negative_2_1	3
b0076	b1214	negative	negative_2_1	3
b0076	b1249	negative	negative_2_1	3
b0076	b1323	negative	negative_2_1	3
b0076	b1413	negative	negative_2_1	3
b0076	b1424	negative	negative_2_1	3
b0076	b1624	negative	negative_2_1	3
b0076	b1865	negative	negative_2_1	3
b0076	b1913	negative	negative_2_1	3
b0076	b1914	negative	negative_2_1	3
b0076	b1928	negative	negative_2_1	3
b0076	b2064	negative	negative_2_1	3
b0076	b2065	negative	negative_2_1	3
b0076	b2188	negative	negative_2_1	3
b0076	b2216	negative	negative_2_1	2
b0076	b2300	negative	negative_2_1	3
b0076	b2303	negative	negative_2_1	3
b0076	b2320	negative	negative_2_1	3
b0076	b2431	negative	negative_2_1	3
b0076	b2441	negative	negative_2_1	3
b0076	b2501	negative	negative_2_1	3
b0076	b2502	negative	negative_2_1	3
b0076	b2513	negative	negative_2_1	3
b0076	b2564	negative	negative_2_1	3
b0076	b2566	negative	negative_2_1	3
b0076	b2567	negative	negative_2_1	3
b0076	b2576	negative	negative_2_1	3
b0076	b2610	negative	negative_2_1	3
b0076	b2744	negative	negative_2_1	3
b0076	b2745	negative	negative_2_1	3
b0076	b2784	negative	negative_2_1	2
b0076	b2822	negative	negative_2_1	2
b0076	b2827	negative	negative_2_1	3
b0076	b2830	negative	negative_2_1	3
b0076	b2893	negative	negative_2_1	3
b0076	b2901	negative	negative_2_1	3
b0076	b2908	negative	negative_2_1	3
b0076	b2909	negative	negative_2_1	3
b0076	b2947	negative	negative_2_1	3
b0076	b2962	negative	negative_2_1	3
b0076	b3019	negative	negative_2_1	3
b0076	b3030	negative	negative_2_1	3
b0076	b3032	negative	negative_2_1	3
b0076	b3147	negative	negative_2_1	3
b0076	b3191	negative	negative_2_1	3
b0076	b3192	negative	negative_2_1	3
b0076	b3197	negative	negative_2_1	3
b0076	b3199	negative	negative_2_1	3
b0076	b3201	negative	negative_2_1	3
b0076	b3205	negative	negative_2_1	3
b0076	b3210	negative	negative_2_1	3
b0076	b3247	negative	negative_2_1	3
b0076	b3279	negative	negative_2_1	3
b0076	b3283	negative	negative_2_1	3
b0076	b3288	negative	negative_2_1	3
b0076	b3352	negative	negative_2_1	3
b0076	b3385	negative	negative_2_1	3
b0076	b3386	negative	negative_2_1	3
b0076	b3551	negative	negative_2_1	3
b0076	b3590	negative	negative_2_1	3
b0076	b3607	negative	negative_2_1	3
b0076	b3640	negative	negative_2_1	3
b0076	b3701	negative	negative_2_1	3
b0076	b3702	negative	negative_2_1	3
b0076	b3779	negative	negative_2_1	3
b0076	b3802	negative	negative_2_1	3
b0076	b3813	negative	negative_2_1	3
b0076	b3844	negative	negative_2_1	3
b0076	b3859	negative	negative_2_1	3
b0076	b3911	negative	negative_2_1	3
b0076	b3961	negative	negative_2_1	3
b0076	b3963	negative	negative_2_1	3
b0076	b3964	negative	negative_2_1	3
b0076	b3965	negative	negative_2_1	3
b0076	b3997	negative	negative_2_1	3
b0076	b4043	negative	negative_2_1	3
b0076	b4160	negative	negative_2_1	3
b0076	b4170	negative	negative_2_1	3
b0076	b4221	negative	negative_2_1	3
b0076	b4235	negative	negative_2_1	3
b0076	b4295	negative	negative_2_1	3
b0080	b0029	negative	negative_2_1	3
b0080	b0051	negative	negative_2_1	2
b0080	b0080	negative	negative_2_1	3
b0080	b0082	negative	negative_2_1	2
b0080	b0088	negative	negative_2_1	2
b0080	b0093	negative	negative_2_1	2
b0080	b0149	negative	negative_2_1	3
b0080	b0167	negative	negative_2_1	2
b0080	b0242	negative	negative_2_1	3
b0080	b0369	negative	negative_2_1	3
b0080	b0391	negative	negative_2_1	3
b0080	b0414	negative	negative_2_1	3
b0080	b0421	negative	negative_2_1	3
b0080	b0463	negative	negative_2_1	2
b0080	b0465	negative	negative_2_1	3
b0080	b0470	negative	negative_2_1	3
b0080	b0492	negative	negative_2_1	3
b0080	b0659	negative	negative_2_1	3
b0080	b0675	negative	negative_2_1	2
b0080	b0923	negative	negative_2_1	2
b0080	b0955	negative	negative_2_1	3
b0080	b0962	negative	negative_2_1	3
b0080	b1034	negative	negative_2_1	3
b0080	b1107	negative	negative_2_1	3
b0080	b1128	negative	negative_2_1	3
b0080	b1129	negative	negative_2_1	3
b0080	b1214	negative	negative_2_1	3
b0080	b1249	negative	negative_2_1	3
b0080	b1323	negative	negative_2_1	3
b0080	b1413	negative	negative_2_1	3
b0080	b1424	negative	negative_2_1	3
b0080	b1624	negative	negative_2_1	3
b0080	b1865	negative	negative_2_1	3
b0080	b1913	negative	negative_2_1	3
b0080	b1914	negative	negative_2_1	3
b0080	b1928	negative	negative_2_1	3
b0080	b2064	negative	negative_2_1	3
b0080	b2065	negative	negative_2_1	3
b0080	b2188	negative	negative_2_1	3
b0080	b2216	negative	negative_2_1	2
b0080	b2300	negative	negative_2_1	3
b0080	b2303	negative	negative_2_1	3
b0080	b2320	negative	negative_2_1	3
b0080	b2431	negative	negative_2_1	3
b0080	b2441	negative	negative_2_1	3
b0080	b2501	negative	negative_2_1	3
b0080	b2502	negative	negative_2_1	3
b0080	b2513	negative	negative_2_1	3
b0080	b2564	negative	negative_2_1	3
b0080	b2566	negative	negative_2_1	3
b0080	b2567	negative	negative_2_1	3
b0080	b2576	negative	negative_2_1	3
b0080	b2610	negative	negative_2_1	3
b0080	b2744	negative	negative_2_1	3
b0080	b2745	negative	negative_2_1	3
b0080	b2784	negative	negative_2_1	2
b0080	b2822	negative	negative_2_1	2
b0080	b2827	negative	negative_2_1	3
b0080	b2830	negative	negative_2_1	3
b0080	b2893	negative	negative_2_1	3
b0080	b2901	negative	negative_2_1	3
b0080	b2908	negative	negative_2_1	3
b0080	b2909	negative	negative_2_1	3
b0080	b2947	negative	negative_2_1	3
b0080	b2962	negative	negative_2_1	3
b0080	b3019	negative	negative_2_1	3
b0080	b3030	negative	negative_2_1	3
b0080	b3032	negative	negative_2_1	3
b0080	b3147	negative	negative_2_1	3
b0080	b3191	negative	negative_2_1	3
b0080	b3192	negative	negative_2_1	3
b0080	b3197	negative	negative_2_1	3
b0080	b3199	negative	negative_2_1	3
b0080	b3201	negative	negative_2_1	3
b0080	b3205	negative	negative_2_1	3
b0080	b3210	negative	negative_2_1	3
b0080	b3247	negative	negative_2_1	3
b0080	b3279	negative	negative_2_1	3
b0080	b3283	negative	negative_2_1	3
b0080	b3288	negative	negative_2_1	3
b0080	b3352	negative	negative_2_1	3
b0080	b3385	negative	negative_2_1	3
b0080	b3386	negative	negative_2_1	3
b0080	b3551	negative	negative_2_1	3
b0080	b3590	negative	negative_2_1	3
b0080	b3607	negative	negative_2_1	3
b0080	b3640	negative	negative_2_1	3
b0080	b3701	negative	negative_2_1	3
b0080	b3702	negative	negative_2_1	3
b0080	b3779	negative	negative_2_1	3
b0080	b3802	negative	negative_2_1	3
b0080	b3813	negative	negative_2_1	3
b0080	b3844	negative	negative_2_1	3
b0080	b3859	negative	negative_2_1	3
b0080	b3911	negative	negative_2_1	3
b0080	b3961	negative	negative_2_1	2
b0080	b3963	negative	negative_2_1	3
b0080	b3964	negative	negative_2_1	3
b0080	b3965	negative	negative_2_1	2
b0080	b3997	negative	negative_2_1	3
b0080	b4043	negative	negative_2_1	3
b0080	b4160	negative	negative_2_1	3
b0080	b4170	negative	negative_2_1	3
b0080	b4221	negative	negative_2_1	3
b0080	b4235	negative	negative_2_1	3
b0080	b4295	negative	negative_2_1	3
b0081	b0029	negative	negative_2_1	3
b0081	b0051	negative	negative_2_1	3
b0081	b0080	negative	negative_2_1	3
b0081	b0149	negative	negative_2_1	3
b0081	b0167	negative	negative_2_1	3
b0081	b0242	negative	negative_2_1	3
b0081	b0369	negative	negative_2_1	3
b0081	b0391	negative	negative_2_1	3
b0081	b0414	negative	negative_2_1	3
b0081	b0421	negative	negative_2_1	3
b0081	b0463	negative	negative_2_1	3
b0081	b0465	negative	negative_2_1	3
b0081	b0470	negative	negative_2_1	3
b0081	b0492	negative	negative_2_1	3
b0081	b0659	negative	negative_2_1	3
b0081	b0675	negative	negative_2_1	3
b0081	b0923	negative	negative_2_1	3
b0081	b0955	negative	negative_2_1	3
b0081	b0962	negative	negative_2_1	3
b0081	b1034	negative	negative_2_1	3
b0081	b1107	negative	negative_2_1	3
b0081	b1128	negative	negative_2_1	3
b0081	b1129	negative	negative_2_1	3
b0081	b1214	negative	negative_2_1	3
b0081	b1249	negative	negative_2_1	3
b0081	b1323	negative	negative_2_1	3
b0081	b1413	negative	negative_2_1	3
b0081	b1424	negative	negative_2_1	3
b0081	b1624	negative	negative_2_1	3
b0081	b1865	negative	negative_2_1	3
b0081	b1913	negative	negative_2_1	3
b0081	b1914	negative	negative_2_1	3
b0081	b1928	negative	negative_2_1	3
b0081	b2064	negative	negative_2_1	3
b0081	b2065	negative	negative_2_1	3
b0081	b2188	negative	negative_2_1	3
b0081	b2216	negative	negative_2_1	3
b0081	b2300	negative	negative_2_1	3
b0081	b2303	negative	negative_2_1	3
b0081	b2320	negative	negative_2_1	3
b0081	b2431	negative	negative_2_1	3
b0081	b2441	negative	negative_2_1	3
b0081	b2501	negative	negative_2_1	3
b0081	b2502	negative	negative_2_1	3
b0081	b2513	negative	negative_2_1	3
b0081	b2564	negative	negative_2_1	3
b0081	b2566	negative	negative_2_1	3
b0081	b2567	negative	negative_2_1	3
b0081	b2576	negative	negative_2_1	3
b0081	b2610	negative	negative_2_1	3
b0081	b2744	negative	negative_2_1	3
b0081	b2745	negative	negative_2_1	3
b0081	b2784	negative	negative_2_1	3
b0081	b2822	negative	negative_2_1	3
b0081	b2827	negative	negative_2_1	3
b0081	b2830	negative	negative_2_1	3
b0081	b2893	negative	negative_2_1	3
b0081	b2901	negative	negative_2_1	3
b0081	b2908	negative	negative_2_1	3
b0081	b2909	negative	negative_2_1	3
b0081	b2947	negative	negative_2_1	3
b0081	b2962	negative	negative_2_1	3
