tf_bnum	tf_symbol	gene_bnum	gene_symbol
b4366	bglJ	b0076	leuO
b4366	bglJ	b3723	bglG
b4000	hupA	b0759	galE
b0440	hupB	b0759	galE
b0620	citB	b0618	citC
b0620	citB	b3093	exuT
b0620	citB	b3236	mdh
b1891	flhC	b0655	gltI
b1891	flhC	b1073	flgB
b1891	flhC	b1082	flgK
b1891	flhC	b1880	flhB
b1891	flhC	b1904	yecR
b1891	flhC	b1922	fliA
b1891	flhC	b1924	fliD
b1891	flhC	b1937	fliE
b1891	flhC	b1938	fliF
b1891	flhC	b1944	fliL
b1892	flhD	b0655	gltI
b1892	flhD	b1073	flgB
b1892	flhD	b1082	flgK
b1892	flhD	b1880	flhB
b1892	flhD	b1904	yecR
b1892	flhD	b1922	fliA
b1892	flhD	b1924	fliD
b1892	flhD	b1937	fliE
b1892	flhD	b1938	fliF
b1892	flhD	b1944	fliL
b0080	fruR	b3357	crp
b0080	fruR	b1040	csgD
b0080	fruR	b0733	cydA
b0080	fruR	b1136	icd
b0080	fruR	b1241	adhE
b0080	fruR	b1676	pykF
b0080	fruR	b1702	ppsA
b0080	fruR	b1779	gapA
b0080	fruR	b1851	edd
b0080	fruR	b2415	ptsH
b0080	fruR	b2712	hypF
b0080	fruR	b2779	eno
b0080	fruR	b2927	epd
b0080	fruR	b3403	pck
b0080	fruR	b3599	mtlA
b0080	fruR	b3916	pfkA
b0080	fruR	b4014	aceB
b3512	gadE	b3491	yhiM
b3512	gadE	b3506	slp
b3512	gadE	b3517	gadA
b3512	gadE	b3800	aslB
b3512	gadE	b4132	cadB
b1507	hipA	b1508	hipB
b1507	hipA	b2784	relA
b1508	hipB	b1508	hipB
b1508	hipB	b2784	relA
b1237	hns	b4116	adiY
b1237	hns	b0564	appY
b1237	hns	b4133	cadC
b1237	hns	b1040	csgD
b1237	hns	b3556	cspA
b1237	hns	b2369	evgA
b1237	hns	b1892	flhD
b1237	hns	b3512	gadE
b1237	hns	b3515	gadW
b1237	hns	b3516	gadX
b1237	hns	b4480	hdfR
b1237	hns	b1237	hns
b1237	hns	b0076	leuO
b1237	hns	b0889	lrp
b1237	hns	b2669	stpA
b1237	hns	b1499	ydeO
b1237	hns	b4365	yjjQ
b1237	hns	b0344	lacZ
b1237	hns	b0733	cydA
b1237	hns	b0759	galE
b1237	hns	b0812	dps
b1237	hns	b1182	hlyE
b1237	hns	b1259	yciG
b1237	hns	b1501	ydeP
b1237	hns	b1967	hchA
b1237	hns	b2216	rcsD
b1237	hns	b2234	nrdA
b1237	hns	b2677	proV
b1237	hns	b3338	chiA
b1237	hns	b3365	nirB
b1237	hns	b3491	yhiM
b1237	hns	b3506	slp
b1237	hns	b3510	hdeA
b1237	hns	b3511	hdeD
b1237	hns	b3517	gadA
b1237	hns	b3723	bglG
b1237	hns	b4132	cadB
b1237	hns	b4238	nrdD
b1237	hns	b4312	fimB
b1237	hns	b4313	fimE
b1237	hns	b4314	fimA
b1237	hns	b4364	yjjP
b1237	hns	b2911	ssrS
b1237	hns	b3968	rrsB
b1712	ihfA	b1040	csgD
b1712	ihfA	b1334	fnr
b1712	ihfA	b2725	hycA
b1712	ihfA	b1712	ihfA
b1712	ihfA	b0912	ihfB
b1712	ihfA	b3405	ompR
b1712	ihfA	b3118	tdcA
b1712	ihfA	b3574	yiaJ
b1712	ihfA	b0032	carA
b1712	ihfA	b0124	gcd
b1712	ihfA	b0125	hpt
b1712	ihfA	b0811	glnH
b1712	ihfA	b0894	dmsA
b1712	ihfA	b0904	focA
b1712	ihfA	b0937	ssuE
b1712	ihfA	b1109	ndh
b1712	ihfA	b1223	narK
b1712	ihfA	b1224	narG
b1712	ihfA	b1304	pspA
b1712	ihfA	b1387	paaZ
b1712	ihfA	b1388	paaA
b1712	ihfA	b1684	sufA
b1712	ihfA	b1922	fliA
b1712	ihfA	b2215	ompC
b1712	ihfA	b2221	atoD
b1712	ihfA	b2240	glpT
b1712	ihfA	b2288	nuoA
b1712	ihfA	b2677	proV
b1712	ihfA	b2710	norV
b1712	ihfA	b2726	hypA
b1712	ihfA	b2764	cysJ
b1712	ihfA	b3212	gltB
b1712	ihfA	b3260	dusB
b1712	ihfA	b3365	nirB
b1712	ihfA	b3461	rpoH
b1712	ihfA	b3575	yiaK
b1712	ihfA	b3728	pstS
b1712	ihfA	b3766	ilvL
b1712	ihfA	b3908	sodA
b1712	ihfA	b4014	aceB
b1712	ihfA	b4026	yjbE
b1712	ihfA	b4069	acs
b1712	ihfA	b4070	nrfA
b1712	ihfA	b4117	adiA
b1712	ihfA	b4312	fimB
b1712	ihfA	b4376	osmY
b1712	ihfA	b0553	nmpC
b1712	ihfA	b4439	micF
b1712	ihfA	b4441	glmY
b0912	ihfB	b1040	csgD
b0912	ihfB	b1334	fnr
b0912	ihfB	b2725	hycA
b0912	ihfB	b1712	ihfA
b0912	ihfB	b0912	ihfB
b0912	ihfB	b3405	ompR
b0912	ihfB	b3118	tdcA
b0912	ihfB	b3574	yiaJ
b0912	ihfB	b0032	carA
b0912	ihfB	b0124	gcd
b0912	ihfB	b0125	hpt
b0912	ihfB	b0811	glnH
b0912	ihfB	b0894	dmsA
b0912	ihfB	b0904	focA
b0912	ihfB	b0937	ssuE
b0912	ihfB	b1109	ndh
b0912	ihfB	b1223	narK
b0912	ihfB	b1224	narG
b0912	ihfB	b1304	pspA
b0912	ihfB	b1387	paaZ
b0912	ihfB	b1388	paaA
b0912	ihfB	b1684	sufA
b0912	ihfB	b1922	fliA
b0912	ihfB	b2215	ompC
b0912	ihfB	b2221	atoD
b0912	ihfB	b2240	glpT
b0912	ihfB	b2288	nuoA
b0912	ihfB	b2677	proV
b0912	ihfB	b2710	norV
b0912	ihfB	b2726	hypA
b0912	ihfB	b2764	cysJ
b0912	ihfB	b3212	gltB
b0912	ihfB	b3260	dusB
b0912	ihfB	b3365	nirB
b0912	ihfB	b3461	rpoH
b0912	ihfB	b3575	yiaK
b0912	ihfB	b3728	pstS
b0912	ihfB	b3766	ilvL
b0912	ihfB	b3908	sodA
b0912	ihfB	b4014	aceB
b0912	ihfB	b4026	yjbE
b0912	ihfB	b4069	acs
b0912	ihfB	b4070	nrfA
b0912	ihfB	b4117	adiA
b0912	ihfB	b4312	fimB
b0912	ihfB	b4376	osmY
b0912	ihfB	b0553	nmpC
b0912	ihfB	b4439	micF
b0912	ihfB	b4441	glmY
b2783	mazE	b2783	mazE
b1450	yncC	b0953	rmf
b1450	yncC	b1259	yciG
b1450	yncC	b3995	rsd
b1594	dgsA	b1101	ptsG
b1594	dgsA	b2415	ptsH
b3021	ygiT	b1040	csgD
b3021	ygiT	b0880	cspD
b3021	ygiT	b2741	rpoS
b2427	yfeT	b2428	murQ
b3868	glnG	b0811	glnH
b3868	glnG	b1748	astC
b3868	glnG	b2573	rpoE
b3868	glnG	b2784	relA
b3868	glnG	b3869	glnL
b3868	glnG	b3870	glnA
b3868	glnG	b4725	rseD
b4327	yjiE	b0199	metN
b4327	yjiE	b0733	cydA
b1951	rcsA	b1892	flhD
b1951	rcsA	b1951	rcsA
b1951	rcsA	b2062	wza
b2217	rcsB	b3491	yhiM
b2217	rcsB	b3506	slp
b2217	rcsB	b3517	gadA
b2217	rcsB	b3800	aslB
b2217	rcsB	b4132	cadB
b2217	rcsB	b1892	flhD
b2217	rcsB	b1951	rcsA
b2217	rcsB	b2062	wza
b2217	rcsB	b0076	leuO
b2217	rcsB	b3723	bglG
b1564	relB	b1564	relB
b1563	relE	b1564	relB
b0846	ybjK	b1040	csgD
b0846	ybjK	b0953	rmf
b0846	ybjK	b0958	sulA
b0846	ybjK	b1163	bluF
b0846	ybjK	b1597	asr
b0846	ybjK	b3995	rsd
b1111	ycfQ	b1112	bhsA
b1162	ycgE	b1164	ycgZ
b1328	ycjZ	b1323	tyrR
b1328	ycjZ	b1321	ycjX
b1328	ycjZ	b1325	ycjG
b1328	ycjZ	b1327	ycjY
b1434	ydcN	b1922	fliA
b1434	ydcN	b3607	cysE
b1969	yedW	b0571	cusR
b1969	yedW	b0572	cusC
b2554	yfhA	b2573	rpoE
b2554	yfhA	b4441	glmY
b2554	yfhA	b4725	rseD
b0305	ykgD	b0304	rclA
b0225	yafQ	b0623	cspE
b0226	dinJ	b0623	cspE
b2782	mazF	b2783	mazE
b0464	acrR	b0464	acrR
b2213	ada	b2213	ada
b3131	agaR	b3131	agaR
b2213	ada	b4187	aidB
b4187	aidB	b4187	aidB
b0889	lrp	b4187	aidB
b0506	allR	b0504	allS
b0064	araC	b0064	araC
b3357	crp	b0064	araC
b3569	xylR	b0064	araC
b3237	argR	b3237	argR
b3501	arsR	b3501	arsR
b0313	betI	b0313	betI
b3405	ompR	b0435	bolA
b2127	mlrA	b4133	cadC
b3405	ompR	b4133	cadC
b1275	cysB	b1987	cbl
b3912	cpxR	b3912	cpxR
b3357	crp	b3357	crp
b3261	fis	b3357	crp
b4113	basR	b1040	csgD
b3912	cpxR	b1040	csgD
b1040	csgD	b1040	csgD
b1921	fliZ	b1040	csgD
b2127	mlrA	b1040	csgD
b3405	ompR	b1040	csgD
b1608	rstA	b1040	csgD
b3261	fis	b3556	cspA
b3357	crp	b0880	cspD
b3357	crp	b0623	cspE
b4113	basR	b1552	cspI
b0571	cusR	b0571	cusR
b0399	phoB	b0571	cusR
b0338	cynR	b0338	cynR
b3357	crp	b3934	cytR
b3934	cytR	b3934	cytR
b3357	crp	b4000	hupA
b3261	fis	b4000	hupA
b3357	crp	b0440	hupB
b3261	fis	b0440	hupB
b3357	crp	b4124	dcuR
b2916	argP	b3702	dnaA
b3702	dnaA	b3702	dnaA
b2369	evgA	b2369	evgA
b3094	exuR	b3094	exuR
b4324	uxuR	b3094	exuR
b0399	phoB	b1384	feaR
b3357	crp	b1892	flhD
b1921	fliZ	b1892	flhD
b4480	hdfR	b1892	flhD
b2289	lrhA	b1892	flhD
b0294	matA	b1892	flhD
b4365	yjjQ	b1892	flhD
b1334	fnr	b1334	fnr
b3357	crp	b0683	fur
b0683	fur	b0683	fur
b4401	arcA	b3512	gadE
b3516	gadX	b3512	gadE
b1499	ydeO	b3512	gadE
b3357	crp	b3512	gadE
b2369	evgA	b3512	gadE
b1921	fliZ	b3512	gadE
b3512	gadE	b3512	gadE
b1130	phoP	b3515	gadW
b1499	ydeO	b3515	gadW
b3512	gadE	b3516	gadX
b1013	rutR	b3516	gadX
b2837	galR	b2837	galR
b2808	gcvA	b2808	gcvA
b2980	glcC	b2980	glcC
b2537	hcaR	b2537	hcaR
b3556	cspA	b1237	hns
b3261	fis	b1237	hns
b2731	fhlA	b2725	hycA
b0761	modE	b2725	hycA
b1187	fadR	b4018	iclR
b4018	iclR	b4018	iclR
b3773	ilvY	b3773	ilvY
b2531	iscR	b2531	iscR
b0076	leuO	b0076	leuO
b2289	lrhA	b0076	leuO
b1642	slyA	b0076	leuO
b4043	lexA	b4043	lexA
b2289	lrhA	b2289	lrhA
b0889	lrp	b0889	lrp
b3357	crp	b1512	lsrR
b1512	lsrR	b1512	lsrR
b3357	crp	b1620	malI
b1620	malI	b1620	malI
b3357	crp	b3418	malT
b0464	acrR	b1530	marR
b3912	cpxR	b1530	marR
b3261	fis	b1530	marR
b1531	marA	b1530	marR
b1530	marR	b1530	marR
b4396	rob	b1530	marR
b4062	soxS	b1530	marR
b3261	fis	b2783	mazE
b3357	crp	b4118	melR
b4118	melR	b4118	melR
b3938	metJ	b3828	metR
b3828	metR	b3828	metR
b3357	crp	b0346	mhpR
b0730	mngR	b0730	mngR
b2684	mprA	b2684	mprA
b1988	nac	b1988	nac
b2709	norR	b2709	norR
b3357	crp	b3405	ompR
b3961	oxyR	b3961	oxyR
b1399	paaX	b1399	paaX
b0113	pdhR	b0113	pdhR
b0399	phoB	b0399	phoB
b1130	phoP	b1130	phoP
b2714	ascG	b0330	prpR
b3357	crp	b0330	prpR
b0399	phoB	b0330	prpR
b1303	pspF	b1303	pspF
b1658	purR	b1658	purR
b4113	basR	b1014	putA
b1014	putA	b1014	putA
b4113	basR	b3025	qseB
b3025	qseB	b3025	qseB
b3512	gadE	b1951	rcsA
b3357	crp	b3905	rhaS
b3906	rhaR	b3905	rhaS
b3905	rhaS	b3905	rhaS
b1531	marA	b4396	rob
b4396	rob	b4396	rob
b4062	soxS	b4396	rob
b1130	phoP	b1608	rstA
b1013	rutR	b1013	rutR
b0464	acrR	b4063	soxR
b4063	soxR	b4063	soxR
b0464	acrR	b4062	soxS
b4063	soxR	b4062	soxS
b4062	soxS	b4062	soxS
b0889	lrp	b2669	stpA
b2697	alaS	b2697	alaS
b3357	crp	b3118	tdcA
b3118	tdcA	b3118	tdcA
b3119	tdcR	b3118	tdcA
b0995	torR	b0995	torR
b1130	phoP	b4241	treR
b4393	trpR	b4393	trpR
b3357	crp	b3574	yiaJ
b0076	leuO	b4365	yjjQ
b0020	nhaR	b0019	nhaA
b2916	argP	b0031	dapB
b3237	argR	b0032	carA
b4260	pepA	b0032	carA
b1658	purR	b0032	carA
b1013	rutR	b0032	carA
b0034	caiF	b0040	caiT
b0034	caiF	b0041	fixA
b1323	tyrR	b0048	folA
b4043	lexA	b0060	polB
b0064	araC	b0063	araB
b3357	crp	b0063	araB
b0889	lrp	b0077	ilvI
b0081	mraZ	b0081	mraZ
b0113	pdhR	b0081	mraZ
b1916	sdiA	b0093	ftsQ
b2217	rcsB	b0094	ftsA
b1323	tyrR	b0112	aroP
b4401	arcA	b0116	lpd
b3261	fis	b0116	lpd
b0487	cueR	b0123	cueO
b3357	crp	b0124	gcd
b3357	crp	b0125	hpt
b0683	fur	b0150	fhuA
b1130	phoP	b0154	hemL
b2531	iscR	b0156	erpA
b3912	cpxR	b0161	degP
b2916	argP	b0166	dapD
b1187	fadR	b0185	accA
b4401	arcA	b0221	fadE
b1187	fadR	b0221	fadE
b0399	phoB	b0241	phoE
b3237	argR	b0273	argF
b0313	betI	b0314	betT
b3357	crp	b0331	prpB
b1988	nac	b0336	codB
b0338	cynR	b0339	cynT
b3357	crp	b0344	lacZ
b0345	lacI	b0344	lacZ
b0346	mhpR	b0347	mhpA
