tf_bnum	tf_symbol	gene_bnum	gene_symbol
b1987	cbl	b0365	tauA
b1275	cysB	b0365	tauA
b0399	phoB	b0383	phoA
b4393	trpR	b0388	aroL
b1323	tyrR	b0388	aroL
b0064	araC	b0396	araJ
b3357	crp	b0396	araJ
b3261	fis	b0405	queA
b3357	crp	b0411	tsx
b3934	cytR	b0411	tsx
b0113	pdhR	b0432	cyoA
b3912	cpxR	b0441	ppiD
b0464	acrR	b0463	acrA
b3264	envR	b0463	acrA
b1531	marA	b0463	acrA
b4396	rob	b0463	acrA
b4062	soxS	b0463	acrA
b2714	ascG	b0473	htpG
b0487	cueR	b0484	copA
b0506	allR	b0505	allA
b0506	allR	b0507	gcl
b1130	phoP	b0557	borD
b0571	cusR	b0572	cusC
b0399	phoB	b0572	cusC
b1531	marA	b0578	nfsB
b4062	soxS	b0578	nfsB
b0683	fur	b0584	fepA
b0683	fur	b0585	fes
b0683	fur	b0590	fepD
b0683	fur	b0591	entS
b0683	fur	b0592	fepB
b1013	rutR	b0592	fepB
b0683	fur	b0593	entC
b3357	crp	b0598	cstA
b3961	oxyR	b0605	ahpC
b1130	phoP	b0677	nagA
b3357	crp	b0678	nagB
b0676	nagC	b0678	nagB
b3357	crp	b0679	nagE
b0676	nagC	b0679	nagE
b0676	nagC	b0681	chiP
b3961	oxyR	b4637	uof
b4062	soxS	b4637	uof
b4062	soxS	b0684	fldA
b0694	kdpE	b4513	kdpF
b4401	arcA	b0721	sdhC
b4401	arcA	b0726	sucA
b0730	mngR	b0731	mngA
b4401	arcA	b0733	cydA
b1334	fnr	b0733	cydA
b3912	cpxR	b0754	aroG
b1323	tyrR	b0754	aroG
b0683	fur	b0755	gpmA
b3357	crp	b0759	galE
b2837	galR	b0759	galE
b2151	galS	b0759	galE
b0761	modE	b0763	modA
b3973	birA	b0774	bioA
b3973	birA	b0775	bioB
b3702	dnaA	b0779	uvrB
b4043	lexA	b0779	uvrB
b0761	modE	b0781	moaA
b4043	lexA	b0799	dinG
b3261	fis	b0812	dps
b2714	ascG	b0820	ybiT
b4401	arcA	b0827	moeA
b1334	fnr	b0827	moeA
b3961	oxyR	b0849	grxA
b1531	marA	b0850	ybjC
b3961	oxyR	b0850	ybjC
b4062	soxS	b0850	ybjC
b3237	argR	b0860	artJ
b3237	argR	b0864	artP
b1334	fnr	b0873	hcp
b1221	narL	b0873	hcp
b4178	nsrR	b0873	hcp
b3961	oxyR	b0873	hcp
b4043	lexA	b0890	ftsK
b1334	fnr	b0894	dmsA
b0761	modE	b0894	dmsA
b1221	narL	b0894	dmsA
b4401	arcA	b0904	focA
b3357	crp	b0904	focA
b1334	fnr	b0904	focA
b1221	narL	b0904	focA
b3357	crp	b0907	serC
b0889	lrp	b0907	serC
b3912	cpxR	b0929	ompF
b3405	ompR	b0929	ompF
b1987	cbl	b0937	ssuE
b1275	cysB	b0937	ssuE
b1531	marA	b0950	pqiA
b4062	soxS	b0950	pqiA
b4401	arcA	b0953	rmf
b3357	crp	b0953	rmf
b1916	sdiA	b0953	rmf
b1642	slyA	b0953	rmf
b3963	fabR	b0954	fabA
b1040	csgD	b0964	yccT
b4401	arcA	b0972	hyaA
b2531	iscR	b0972	hyaA
b1499	ydeO	b0972	hyaA
b0995	torR	b0996	torC
b3261	fis	b1000	cbpA
b1013	rutR	b1012	rutA
b1014	putA	b1015	putP
b0399	phoB	b1020	phoH
b0020	nhaR	b1024	pgaA
b3405	ompR	b1024	pgaA
b3912	cpxR	b1041	csgB
b1040	csgD	b1041	csgB
b3105	yhaJ	b1060	bssS
b0683	fur	b1062	pyrC
b1658	purR	b1062	pyrC
b1040	csgD	b1071	flgM
b1187	fadR	b1091	fabH
b4401	arcA	b1101	ptsG
b3357	crp	b1101	ptsG
b3261	fis	b1101	ptsG
b4062	soxS	b1101	ptsG
b1334	fnr	b1109	ndh
b3261	fis	b1109	ndh
b0113	pdhR	b1109	ndh
b3357	crp	b1112	bhsA
b1658	purR	b1132	hflD
b4401	arcA	b1136	icd
b1130	phoP	b1160	iraM
b3357	crp	b1182	hlyE
b1334	fnr	b1182	hlyE
b1642	slyA	b1182	hlyE
b4043	lexA	b1183	umuD
b3357	crp	b1189	dadA
b0889	lrp	b1189	dadA
b3961	oxyR	b1203	ychF
b3357	crp	b1205	ychH
b1334	fnr	b1210	hemA
b1334	fnr	b1222	narX
b0761	modE	b1222	narX
b1334	fnr	b1223	narK
b1221	narL	b1223	narK
b1334	fnr	b1224	narG
b1221	narL	b1224	narG
b3261	fis	b1241	adhE
b0683	fur	b1243	oppA
b0889	lrp	b1243	oppA
b0683	fur	b1252	tonB
b4401	arcA	b1256	ompW
b3357	crp	b1256	ompW
b1334	fnr	b1256	ompW
b1221	narL	b1256	ompW
b4393	trpR	b1265	trpL
b3261	fis	b1274	topA
b1531	marA	b1276	acnA
b4062	soxS	b1276	acnA
b4062	soxS	b1277	ribA
b1187	fadR	b1288	fabI
b1299	puuR	b1297	puuA
b1299	puuR	b1298	puuD
b1303	pspF	b1304	pspA
b3261	fis	b1335	ogt
b1221	narL	b1335	ogt
b1384	feaR	b1385	feaB
b1384	feaR	b1386	tynA
b3357	crp	b1387	paaZ
b1399	paaX	b1387	paaZ
b3357	crp	b1388	paaA
b1399	paaX	b1388	paaA
b1642	slyA	b1388	paaA
b4401	arcA	b1415	aldA
b3702	dnaA	b1415	aldA
b1988	nac	b1440	ydcS
b1334	fnr	b1474	fdnG
b1221	narL	b1474	fdnG
b2193	narP	b1474	fdnG
b2217	rcsB	b1481	bdm
b0889	lrp	b1482	osmC
b0020	nhaR	b1482	osmC
b2217	rcsB	b1482	osmC
b4116	adiY	b1493	gadB
b1921	fliZ	b1493	gadB
b3512	gadE	b1493	gadB
b3515	gadW	b1493	gadB
b3516	gadX	b1493	gadB
b2369	evgA	b1500	safA
b1130	phoP	b1500	safA
b2369	evgA	b1501	ydeP
b1221	narL	b1501	ydeP
b2193	narP	b1501	ydeP
