tf_bnum	tf_symbol	gene_bnum	gene_symbol
b0464	acrR	b2278	nuoL
b0464	acrR	b2285	nuoE
b0464	acrR	b2293	hxpA
b0464	acrR	b2294	yfbU
b0464	acrR	b2300	yfcE
b0464	acrR	b2303	folX
b0464	acrR	b2304	yfcH
b0464	acrR	b2320	pdxB
b0464	acrR	b2329	aroC
b0464	acrR	b2330	prmB
b0464	acrR	b2346	mlaA
b0464	acrR	b2412	zipA
b0464	acrR	b2431	yfeX
b0464	acrR	b2441	eutB
b0464	acrR	b2477	bamC
b0464	acrR	b2478	dapA
b0464	acrR	b2501	ppk
b0464	acrR	b2502	ppx
b0464	acrR	b2511	der
b0464	acrR	b2512	bamB
b0464	acrR	b2513	yfgM
b0464	acrR	b2514	hisS
b0464	acrR	b2516	rodZ
b0464	acrR	b2520	yfhM
b0464	acrR	b2553	glnB
b0464	acrR	b2564	pdxJ
b0464	acrR	b2566	era
b0464	acrR	b2567	rnc
b0464	acrR	b2568	lepB
b0464	acrR	b2576	srmB
b0464	acrR	b2594	rluD
b0464	acrR	b2595	bamD
b0464	acrR	b2610	ffh
b0464	acrR	b2620	smpB
b0464	acrR	b2688	gshA
b0464	acrR	b2699	recA
b0464	acrR	b2744	umpG
b0464	acrR	b2745	truD
b0464	acrR	b2784	relA
b0464	acrR	b2822	recC
b0464	acrR	b2827	thyA
b0464	acrR	b2829	ptsP
b0464	acrR	b2830	rppH
b0464	acrR	b2834	tas
b0464	acrR	b2893	dsbC
b0464	acrR	b2898	ygfZ
b0464	acrR	b2901	bglA
b0464	acrR	b2908	pepP
b0464	acrR	b2909	ygfB
b0464	acrR	b2914	rpiA
b0464	acrR	b2922	yggE
b0464	acrR	b2927	epd
b0464	acrR	b2940	yqgC
b0464	acrR	b2947	gshB
b0464	acrR	b2948	yqgE
b0464	acrR	b2959	yggL
b0464	acrR	b2962	yggX
b0464	acrR	b2988	gss
b0464	acrR	b3019	parC
b0464	acrR	b3029	ygiN
b0464	acrR	b3030	parE
b0464	acrR	b3032	cpdA
b0464	acrR	b3037	ygiB
b0464	acrR	b3038	ygiC
b0464	acrR	b3066	dnaG
b0464	acrR	b3147	lpoA
b0464	acrR	b3166	truB
b0464	acrR	b3170	rimP
b0464	acrR	b3176	glmM
b0464	acrR	b3179	rlmE
b0464	acrR	b3187	ispB
b0464	acrR	b3189	murA
b0464	acrR	b3191	mlaB
b0464	acrR	b3192	mlaC
b0464	acrR	b3197	kdsD
b0464	acrR	b3199	lptC
b0464	acrR	b3200	lptA
b0464	acrR	b3201	lptB
b0464	acrR	b3202	rpoN
b0464	acrR	b3204	ptsN
b0464	acrR	b3205	rapZ
b0464	acrR	b3210	arcB
b0464	acrR	b3228	sspB
b0464	acrR	b3229	sspA
b0464	acrR	b3233	yhcB
b0464	acrR	b3244	tldD
b0464	acrR	b3247	rng
b0464	acrR	b3279	yrdA
b0464	acrR	b3283	yrdD
b0464	acrR	b3287	def
b0464	acrR	b3288	fmt
b0464	acrR	b3291	mscL
b0464	acrR	b3346	yheO
b0464	acrR	b3352	yheS
b0464	acrR	b3384	trpS
b0464	acrR	b3385	gph
b0464	acrR	b3386	rpe
b0464	acrR	b3388	damX
b0464	acrR	b3389	aroB
b0464	acrR	b3390	aroK
b0464	acrR	b3431	glgX
b0464	acrR	b3461	rpoH
b0464	acrR	b3493	pitA
b0464	acrR	b3500	gor
b0464	acrR	b3551	bisC
b0464	acrR	b3553	ghrB
b0464	acrR	b3554	yiaF
b0464	acrR	b3590	selB
b0464	acrR	b3607	cysE
b0464	acrR	b3608	gpsA
b0464	acrR	b3611	yibN
b0464	acrR	b3639	dfp
b0464	acrR	b3640	dut
b0464	acrR	b3648	gmk
b0464	acrR	b3649	rpoZ
b0464	acrR	b3699	gyrB
b0464	acrR	b3701	dnaN
b0464	acrR	b3702	dnaA
b0464	acrR	b3741	mnmG
b0464	acrR	b3742	mioC
b0464	acrR	b3779	gpp
b0464	acrR	b3780	rhlB
b0464	acrR	b3802	hemY
b0464	acrR	b3805	hemC
b0464	acrR	b3813	uvrD
b0464	acrR	b3833	ubiE
b0464	acrR	b3838	tatB
b0464	acrR	b3843	ubiD
b0464	acrR	b3844	fre
b0464	acrR	b3847	pepQ
b0464	acrR	b3859	srkA
b0464	acrR	b3863	polA
b0464	acrR	b3867	hemN
b0464	acrR	b3911	cpxA
b0464	acrR	b3912	cpxR
b0464	acrR	b3931	hslU
b0464	acrR	b3957	argE
b0464	acrR	b3961	oxyR
b0464	acrR	b3963	fabR
b0464	acrR	b3964	yijD
b0464	acrR	b3965	trmA
b0464	acrR	b3997	hemE
b0464	acrR	b4041	plsB
b0464	acrR	b4043	lexA
b0464	acrR	b4052	dnaB
b0464	acrR	b4059	ssb
b0464	acrR	b4138	dcuA
b0464	acrR	b4144	yjeI
b0464	acrR	b4160	psd
b0464	acrR	b4161	rsgA
b0464	acrR	b4170	mutL
b0464	acrR	b4173	hflX
b0464	acrR	b4175	hflC
b0464	acrR	b4179	rnr
b0464	acrR	b4221	tamB
b0464	acrR	b4222	ytfP
b0464	acrR	b4233	mpl
b0464	acrR	b4235	pmbA
b0464	acrR	b4255	rraB
b0464	acrR	b4260	pepA
b0464	acrR	b4295	yjhU
b0464	acrR	b4396	rob
b0464	acrR	b4492	ydbA
b0464	acrR	b4558	yifL
b2213	ada	b0015	dnaJ
b2213	ada	b0025	ribF
b2213	ada	b0029	ispH
b2213	ada	b0051	rsmA
b2213	ada	b0053	surA
b2213	ada	b0080	cra
b2213	ada	b0082	rsmH
b2213	ada	b0085	murE
b2213	ada	b0088	murD
b2213	ada	b0093	ftsQ
b2213	ada	b0094	ftsA
b2213	ada	b0097	secM
b2213	ada	b0098	secA
b2213	ada	b0125	hpt
b2213	ada	b0134	panB
b2213	ada	b0149	mrcB
b2213	ada	b0154	hemL
b2213	ada	b0159	mtn
b2213	ada	b0161	degP
b2213	ada	b0167	glnD
b2213	ada	b0168	map
b2213	ada	b0174	uppS
b2213	ada	b0176	rseP
b2213	ada	b0184	dnaE
b2213	ada	b0222	gmhA
b2213	ada	b0224	ldtF
b2213	ada	b0226	dinJ
b2213	ada	b0242	proB
b2213	ada	b0243	proA
b2213	ada	b0369	hemB
b2213	ada	b0391	ppnP
b2213	ada	b0409	secF
b2213	ada	b0414	ribD
b2213	ada	b0416	nusB
b2213	ada	b0420	dxs
b2213	ada	b0421	ispA
b2213	ada	b0422	xseB
b2213	ada	b0434	yajG
b2213	ada	b0437	clpP
b2213	ada	b0441	ppiD
b2213	ada	b0462	acrB
b2213	ada	b0463	acrA
b2213	ada	b0465	mscK
b2213	ada	b0470	dnaX
b2213	ada	b0470	dnaX
b2213	ada	b0471	ybaB
b2213	ada	b0472	recR
b2213	ada	b0480	ushA
b2213	ada	b0492	cnoX
b2213	ada	b0506	allR
b2213	ada	b0526	cysS
b2213	ada	b0529	folD
b2213	ada	b0578	nfsB
b2213	ada	b0606	ahpF
b2213	ada	b0631	ybeD
b2213	ada	b0632	dacA
b2213	ada	b0633	rlpA
b2213	ada	b0641	lptE
b2213	ada	b0658	ybeX
b2213	ada	b0659	ybeY
b2213	ada	b0660	ybeZ
b2213	ada	b0661	miaB
b2213	ada	b0674	asnB
b2213	ada	b0675	umpH
b2213	ada	b0676	nagC
b2213	ada	b0684	fldA
b2213	ada	b0687	seqA
b2213	ada	b0688	pgm
b2213	ada	b0710	ybgI
b2213	ada	b0751	pnuC
b2213	ada	b0779	uvrB
b2213	ada	b0801	hcxB
b2213	ada	b0809	glnQ
b2213	ada	b0819	ldtB
b2213	ada	b0820	ybiT
b2213	ada	b0830	gsiB
b2213	ada	b0890	ftsK
b2213	ada	b0910	cmk
b2213	ada	b0914	msbA
b2213	ada	b0923	mukE
b2213	ada	b0924	mukB
b2213	ada	b0926	ycbK
b2213	ada	b0927	gloC
b2213	ada	b0955	ycbZ
b2213	ada	b0962	helD
b2213	ada	b0963	mgsA
b2213	ada	b1034	ycdX
b2213	ada	b1049	opgH
b2213	ada	b1059	solA
b2213	ada	b1064	grxB
b2213	ada	b1085	yceQ
b2213	ada	b1087	yceF
b2213	ada	b1090	plsX
b2213	ada	b1091	fabH
b2213	ada	b1092	fabD
b2213	ada	b1103	hinT
b2213	ada	b1104	ycfL
b2213	ada	b1105	lpoB
b2213	ada	b1107	nagZ
b2213	ada	b1108	ycfP
b2213	ada	b1114	mfd
b2213	ada	b1123	potD
b2213	ada	b1128	roxA
b2213	ada	b1129	phoQ
b2213	ada	b1130	phoP
b2213	ada	b1133	mnmA
b2213	ada	b1174	minE
b2213	ada	b1176	minC
b2213	ada	b1203	ychF
b2213	ada	b1208	ispE
b2213	ada	b1214	ychA
b2213	ada	b1215	kdsA
b2213	ada	b1232	purU
b2213	ada	b1236	galU
b2213	ada	b1249	clsA
b2213	ada	b1274	topA
b2213	ada	b1323	tyrR
b2213	ada	b1413	hrpA
b2213	ada	b1424	opgD
b2213	ada	b1538	dcp
b2213	ada	b1583	ynfB
b2213	ada	b1624	ydgJ
b2213	ada	b1642	slyA
b2213	ada	b1651	gloA
b2213	ada	b1662	ribC
b2213	ada	b1740	nadE
b2213	ada	b1764	selD
b2213	ada	b1809	yoaB
b2213	ada	b1831	proQ
b2213	ada	b1832	msrC
b2213	ada	b1852	zwf
b2213	ada	b1864	yebC
b2213	ada	b1865	nudB
b2213	ada	b1866	aspS
b2213	ada	b1876	argS
b2213	ada	b1913	uvrC
b2213	ada	b1914	uvrY
b2213	ada	b1928	yedD
b2213	ada	b1982	amn
b2213	ada	b2016	yeeZ
b2213	ada	b2041	rfbB
b2213	ada	b2064	asmA
b2213	ada	b2065	dcd
b2213	ada	b2133	dld
b2213	ada	b2187	yejL
b2213	ada	b2188	yejM
b2213	ada	b2216	rcsD
b2213	ada	b2217	rcsB
b2213	ada	b2235	nrdB
b2213	ada	b2278	nuoL
b2213	ada	b2285	nuoE
b2213	ada	b2293	hxpA
b2213	ada	b2294	yfbU
b2213	ada	b2300	yfcE
b2213	ada	b2303	folX
b2213	ada	b2304	yfcH
b2213	ada	b2320	pdxB
b2213	ada	b2329	aroC
b2213	ada	b2330	prmB
b2213	ada	b2346	mlaA
b2213	ada	b2412	zipA
b2213	ada	b2431	yfeX
b2213	ada	b2441	eutB
b2213	ada	b2477	bamC
b2213	ada	b2478	dapA
b2213	ada	b2501	ppk
b2213	ada	b2502	ppx
b2213	ada	b2511	der
b2213	ada	b2512	bamB
b2213	ada	b2513	yfgM
b2213	ada	b2514	hisS
b2213	ada	b2516	rodZ
b2213	ada	b2520	yfhM
b2213	ada	b2553	glnB
b2213	ada	b2564	pdxJ
b2213	ada	b2566	era
b2213	ada	b2567	rnc
b2213	ada	b2568	lepB
b2213	ada	b2576	srmB
b2213	ada	b2594	rluD
b2213	ada	b2595	bamD
b2213	ada	b2610	ffh
b2213	ada	b2620	smpB
b2213	ada	b2688	gshA
b2213	ada	b2699	recA
b2213	ada	b2744	umpG
b2213	ada	b2745	truD
b2213	ada	b2784	relA
b2213	ada	b2822	recC
b2213	ada	b2827	thyA
b2213	ada	b2829	ptsP
b2213	ada	b2830	rppH
b2213	ada	b2834	tas
b2213	ada	b2893	dsbC
b2213	ada	b2898	ygfZ
b2213	ada	b2901	bglA
b2213	ada	b2908	pepP
b2213	ada	b2909	ygfB
b2213	ada	b2914	rpiA
b2213	ada	b2922	yggE
b2213	ada	b2927	epd
b2213	ada	b2940	yqgC
b2213	ada	b2947	gshB
b2213	ada	b2948	yqgE
b2213	ada	b2959	yggL
b2213	ada	b2962	yggX
b2213	ada	b2988	gss
b2213	ada	b3019	parC
b2213	ada	b3029	ygiN
b2213	ada	b3030	parE
b2213	ada	b3032	cpdA
b2213	ada	b3037	ygiB
b2213	ada	b3038	ygiC
b2213	ada	b3066	dnaG
b2213	ada	b3147	lpoA
b2213	ada	b3166	truB
b2213	ada	b3170	rimP
b2213	ada	b3176	glmM
b2213	ada	b3179	rlmE
b2213	ada	b3187	ispB
b2213	ada	b3189	murA
b2213	ada	b3191	mlaB
b2213	ada	b3192	mlaC
b2213	ada	b3197	kdsD
b2213	ada	b3199	lptC
b2213	ada	b3200	lptA
b2213	ada	b3201	lptB
b2213	ada	b3202	rpoN
b2213	ada	b3204	ptsN
b2213	ada	b3205	rapZ
b2213	ada	b3210	arcB
b2213	ada	b3228	sspB
b2213	ada	b3229	sspA
b2213	ada	b3233	yhcB
b2213	ada	b3244	tldD
b2213	ada	b3247	rng
b2213	ada	b3279	yrdA
b2213	ada	b3283	yrdD
b2213	ada	b3287	def
b2213	ada	b3288	fmt
b2213	ada	b3291	mscL
b2213	ada	b3346	yheO
b2213	ada	b3352	yheS
b2213	ada	b3384	trpS
b2213	ada	b3385	gph
b2213	ada	b3386	rpe
b2213	ada	b3388	damX
b2213	ada	b3389	aroB
b2213	ada	b3390	aroK
b2213	ada	b3431	glgX
b2213	ada	b3461	rpoH
b2213	ada	b3493	pitA
b2213	ada	b3500	gor
b2213	ada	b3551	bisC
b2213	ada	b3553	ghrB
b2213	ada	b3554	yiaF
b2213	ada	b3590	selB
b2213	ada	b3607	cysE
b2213	ada	b3608	gpsA
b2213	ada	b3611	yibN
b2213	ada	b3639	dfp
b2213	ada	b3640	dut
b2213	ada	b3648	gmk
b2213	ada	b3649	rpoZ
b2213	ada	b3699	gyrB
b2213	ada	b3701	dnaN
b2213	ada	b3702	dnaA
b2213	ada	b3741	mnmG
b2213	ada	b3742	mioC
b2213	ada	b3779	gpp
b2213	ada	b3780	rhlB
b2213	ada	b3802	hemY
b2213	ada	b3805	hemC
b2213	ada	b3813	uvrD
b2213	ada	b3833	ubiE
b2213	ada	b3838	tatB
b2213	ada	b3843	ubiD
b2213	ada	b3844	fre
b2213	ada	b3847	pepQ
b2213	ada	b3859	srkA
b2213	ada	b3863	polA
b2213	ada	b3867	hemN
b2213	ada	b3911	cpxA
b2213	ada	b3912	cpxR
b2213	ada	b3931	hslU
b2213	ada	b3957	argE
b2213	ada	b3961	oxyR
b2213	ada	b3963	fabR
b2213	ada	b3964	yijD
b2213	ada	b3965	trmA
b2213	ada	b3997	hemE
b2213	ada	b4041	plsB
b2213	ada	b4043	lexA
b2213	ada	b4052	dnaB
b2213	ada	b4059	ssb
b2213	ada	b4138	dcuA
b2213	ada	b4144	yjeI
b2213	ada	b4160	psd
b2213	ada	b4161	rsgA
b2213	ada	b4170	mutL
b2213	ada	b4173	hflX
b2213	ada	b4175	hflC
b2213	ada	b4179	rnr
b2213	ada	b4221	tamB
b2213	ada	b4222	ytfP
b2213	ada	b4233	mpl
b2213	ada	b4235	pmbA
b2213	ada	b4255	rraB
b2213	ada	b4260	pepA
b2213	ada	b4295	yjhU
b2213	ada	b4396	rob
b2213	ada	b4492	ydbA
b2213	ada	b4558	yifL
b4116	adiY	b0015	dnaJ
b4116	adiY	b0025	ribF
b4116	adiY	b0029	ispH
b4116	adiY	b0051	rsmA
b4116	adiY	b0053	surA
b4116	adiY	b0080	cra
b4116	adiY	b0082	rsmH
b4116	adiY	b0085	murE
b4116	adiY	b0088	murD
b4116	adiY	b0093	ftsQ
b4116	adiY	b0094	ftsA
b4116	adiY	b0097	secM
b4116	adiY	b0098	secA
b4116	adiY	b0125	hpt
b4116	adiY	b0134	panB
b4116	adiY	b0149	mrcB
b4116	adiY	b0154	hemL
b4116	adiY	b0159	mtn
b4116	adiY	b0161	degP
b4116	adiY	b0167	glnD
b4116	adiY	b0168	map
b4116	adiY	b0174	uppS
b4116	adiY	b0176	rseP
b4116	adiY	b0184	dnaE
b4116	adiY	b0222	gmhA
b4116	adiY	b0224	ldtF
b4116	adiY	b0226	dinJ
b4116	adiY	b0242	proB
b4116	adiY	b0243	proA
b4116	adiY	b0369	hemB
b4116	adiY	b0391	ppnP
b4116	adiY	b0409	secF
b4116	adiY	b0414	ribD
b4116	adiY	b0416	nusB
b4116	adiY	b0420	dxs
b4116	adiY	b0421	ispA
b4116	adiY	b0422	xseB
b4116	adiY	b0434	yajG
b4116	adiY	b0437	clpP
b4116	adiY	b0441	ppiD
b4116	adiY	b0462	acrB
b4116	adiY	b0463	acrA
b4116	adiY	b0465	mscK
b4116	adiY	b0470	dnaX
b4116	adiY	b0470	dnaX
b4116	adiY	b0471	ybaB
b4116	adiY	b0472	recR
b4116	adiY	b0480	ushA
b4116	adiY	b0492	cnoX
b4116	adiY	b0506	allR
b4116	adiY	b0526	cysS
b4116	adiY	b0529	folD
b4116	adiY	b0578	nfsB
b4116	adiY	b0606	ahpF
b4116	adiY	b0631	ybeD
b4116	adiY	b0632	dacA
b4116	adiY	b0633	rlpA
b4116	adiY	b0641	lptE
b4116	adiY	b0658	ybeX
b4116	adiY	b0659	ybeY
b4116	adiY	b0660	ybeZ
b4116	adiY	b0661	miaB
b4116	adiY	b0674	asnB
b4116	adiY	b0675	umpH
b4116	adiY	b0676	nagC
b4116	adiY	b0684	fldA
b4116	adiY	b0687	seqA
b4116	adiY	b0688	pgm
b4116	adiY	b0710	ybgI
b4116	adiY	b0751	pnuC
b4116	adiY	b0779	uvrB
b4116	adiY	b0801	hcxB
b4116	adiY	b0809	glnQ
b4116	adiY	b0819	ldtB
b4116	adiY	b0820	ybiT
b4116	adiY	b0830	gsiB
b4116	adiY	b0890	ftsK
b4116	adiY	b0910	cmk
b4116	adiY	b0914	msbA
b4116	adiY	b0923	mukE
b4116	adiY	b0924	mukB
b4116	adiY	b0926	ycbK
b4116	adiY	b0927	gloC
b4116	adiY	b0955	ycbZ
b4116	adiY	b0962	helD
b4116	adiY	b0963	mgsA
b4116	adiY	b1034	ycdX
b4116	adiY	b1049	opgH
b4116	adiY	b1059	solA
b4116	adiY	b1064	grxB
b4116	adiY	b1085	yceQ
b4116	adiY	b1087	yceF
b4116	adiY	b1090	plsX
b4116	adiY	b1091	fabH
b4116	adiY	b1092	fabD
b4116	adiY	b1103	hinT
b4116	adiY	b1104	ycfL
b4116	adiY	b1105	lpoB
b4116	adiY	b1107	nagZ
b4116	adiY	b1108	ycfP
b4116	adiY	b1114	mfd
b4116	adiY	b1123	potD
b4116	adiY	b1128	roxA
b4116	adiY	b1129	phoQ
b4116	adiY	b1130	phoP
b4116	adiY	b1133	mnmA
b4116	adiY	b1174	minE
b4116	adiY	b1176	minC
b4116	adiY	b1203	ychF
b4116	adiY	b1208	ispE
b4116	adiY	b1214	ychA
b4116	adiY	b1215	kdsA
b4116	adiY	b1232	purU
b4116	adiY	b1236	galU
b4116	adiY	b1249	clsA
b4116	adiY	b1274	topA
b4116	adiY	b1323	tyrR
b4116	adiY	b1413	hrpA
b4116	adiY	b1424	opgD
b4116	adiY	b1538	dcp
b4116	adiY	b1583	ynfB
b4116	adiY	b1624	ydgJ
b4116	adiY	b1642	slyA
b4116	adiY	b1651	gloA
b4116	adiY	b1662	ribC
b4116	adiY	b1740	nadE
b4116	adiY	b1764	selD
b4116	adiY	b1809	yoaB
b4116	adiY	b1831	proQ
b4116	adiY	b1832	msrC
b4116	adiY	b1852	zwf
b4116	adiY	b1864	yebC
b4116	adiY	b1865	nudB
b4116	adiY	b1866	aspS
b4116	adiY	b1876	argS
b4116	adiY	b1913	uvrC
b4116	adiY	b1914	uvrY
b4116	adiY	b1928	yedD
b4116	adiY	b1982	amn
b4116	adiY	b2016	yeeZ
b4116	adiY	b2041	rfbB
b4116	adiY	b2064	asmA
b4116	adiY	b2065	dcd
b4116	adiY	b2133	dld
b4116	adiY	b2187	yejL
b4116	adiY	b2188	yejM
b4116	adiY	b2216	rcsD
b4116	adiY	b2217	rcsB
b4116	adiY	b2235	nrdB
b4116	adiY	b2278	nuoL
b4116	adiY	b2285	nuoE
b4116	adiY	b2293	hxpA
b4116	adiY	b2294	yfbU
b4116	adiY	b2300	yfcE
b4116	adiY	b2303	folX
b4116	adiY	b2304	yfcH
b4116	adiY	b2320	pdxB
b4116	adiY	b2329	aroC
b4116	adiY	b2330	prmB
b4116	adiY	b2346	mlaA
b4116	adiY	b2412	zipA
b4116	adiY	b2431	yfeX
b4116	adiY	b2441	eutB
b4116	adiY	b2477	bamC
b4116	adiY	b2478	dapA
b4116	adiY	b2501	ppk
b4116	adiY	b2502	ppx
b4116	adiY	b2511	der
b4116	adiY	b2512	bamB
b4116	adiY	b2513	yfgM
b4116	adiY	b2514	hisS
b4116	adiY	b2516	rodZ
b4116	adiY	b2520	yfhM
b4116	adiY	b2553	glnB
b4116	adiY	b2564	pdxJ
b4116	adiY	b2566	era
b4116	adiY	b2567	rnc
b4116	adiY	b2568	lepB
b4116	adiY	b2576	srmB
b4116	adiY	b2594	rluD
b4116	adiY	b2595	bamD
b4116	adiY	b2610	ffh
b4116	adiY	b2620	smpB
b4116	adiY	b2688	gshA
b4116	adiY	b2699	recA
b4116	adiY	b2744	umpG
b4116	adiY	b2745	truD
b4116	adiY	b2784	relA
b4116	adiY	b2822	recC
b4116	adiY	b2827	thyA
b4116	adiY	b2829	ptsP
b4116	adiY	b2830	rppH
b4116	adiY	b2834	tas
b4116	adiY	b2893	dsbC
b4116	adiY	b2898	ygfZ
b4116	adiY	b2901	bglA
b4116	adiY	b2908	pepP
b4116	adiY	b2909	ygfB
b4116	adiY	b2914	rpiA
b4116	adiY	b2922	yggE
b4116	adiY	b2927	epd
b4116	adiY	b2940	yqgC
b4116	adiY	b2947	gshB
b4116	adiY	b2948	yqgE
b4116	adiY	b2959	yggL
b4116	adiY	b2962	yggX
b4116	adiY	b2988	gss
b4116	adiY	b3019	parC
b4116	adiY	b3029	ygiN
b4116	adiY	b3030	parE
b4116	adiY	b3032	cpdA
b4116	adiY	b3037	ygiB
b4116	adiY	b3038	ygiC
b4116	adiY	b3066	dnaG
b4116	adiY	b3147	lpoA
b4116	adiY	b3166	truB
b4116	adiY	b3170	rimP
b4116	adiY	b3176	glmM
b4116	adiY	b3179	rlmE
b4116	adiY	b3187	ispB
b4116	adiY	b3189	murA
b4116	adiY	b3191	mlaB
b4116	adiY	b3192	mlaC
b4116	adiY	b3197	kdsD
b4116	adiY	b3199	lptC
b4116	adiY	b3200	lptA
b4116	adiY	b3201	lptB
b4116	adiY	b3202	rpoN
b4116	adiY	b3204	ptsN
b4116	adiY	b3205	rapZ
b4116	adiY	b3210	arcB
b4116	adiY	b3228	sspB
b4116	adiY	b3229	sspA
b4116	adiY	b3233	yhcB
b4116	adiY	b3244	tldD
b4116	adiY	b3247	rng
b4116	adiY	b3279	yrdA
b4116	adiY	b3283	yrdD
b4116	adiY	b3287	def
b4116	adiY	b3288	fmt
b4116	adiY	b3291	mscL
b4116	adiY	b3346	yheO
b4116	adiY	b3352	yheS
b4116	adiY	b3384	trpS
b4116	adiY	b3385	gph
b4116	adiY	b3386	rpe
b4116	adiY	b3388	damX
b4116	adiY	b3389	aroB
b4116	adiY	b3390	aroK
b4116	adiY	b3431	glgX
b4116	adiY	b3461	rpoH
b4116	adiY	b3493	pitA
b4116	adiY	b3500	gor
