tf_bnum	tf_symbol	gene_bnum	gene_symbol	new_tf_symbol	test_tf	new_gene_symbol	test_gene
b3574	yiaJ	b0465	mscK	plaR	FALSE	mscK	TRUE
b3574	yiaJ	b0470	dnaX	plaR	FALSE	dnaX	TRUE
b3574	yiaJ	b0470	dnaX	plaR	FALSE	dnaX	TRUE
b3574	yiaJ	b0471	ybaB	plaR	FALSE	ybaB	TRUE
b3574	yiaJ	b0472	recR	plaR	FALSE	recR	TRUE
b3574	yiaJ	b0480	ushA	plaR	FALSE	ushA	TRUE
b3574	yiaJ	b0492	cnoX	plaR	FALSE	cnoX	TRUE
b3574	yiaJ	b0506	allR	plaR	FALSE	allR	TRUE
b3574	yiaJ	b0526	cysS	plaR	FALSE	cysS	TRUE
b3574	yiaJ	b0529	folD	plaR	FALSE	folD	TRUE
b3574	yiaJ	b0578	nfsB	plaR	FALSE	nfsB	TRUE
b3574	yiaJ	b0606	ahpF	plaR	FALSE	ahpF	TRUE
b3574	yiaJ	b0631	ybeD	plaR	FALSE	ybeD	TRUE
b3574	yiaJ	b0632	dacA	plaR	FALSE	dacA	TRUE
b3574	yiaJ	b0633	rlpA	plaR	FALSE	rlpA	TRUE
b3574	yiaJ	b0641	lptE	plaR	FALSE	lptE	TRUE
b3574	yiaJ	b0658	ybeX	plaR	FALSE	ybeX	TRUE
b3574	yiaJ	b0659	ybeY	plaR	FALSE	ybeY	TRUE
b3574	yiaJ	b0660	ybeZ	plaR	FALSE	ybeZ	TRUE
b3574	yiaJ	b0661	miaB	plaR	FALSE	miaB	TRUE
b3574	yiaJ	b0674	asnB	plaR	FALSE	asnB	TRUE
b3574	yiaJ	b0675	umpH	plaR	FALSE	umpH	TRUE
b3574	yiaJ	b0676	nagC	plaR	FALSE	nagC	TRUE
b3574	yiaJ	b0684	fldA	plaR	FALSE	fldA	TRUE
b3574	yiaJ	b0687	seqA	plaR	FALSE	seqA	TRUE
b3574	yiaJ	b0688	pgm	plaR	FALSE	pgm	TRUE
b3574	yiaJ	b0710	ybgI	plaR	FALSE	ybgI	TRUE
b3574	yiaJ	b0751	pnuC	plaR	FALSE	pnuC	TRUE
b3574	yiaJ	b0779	uvrB	plaR	FALSE	uvrB	TRUE
b3574	yiaJ	b0801	hcxB	plaR	FALSE	hcxB	TRUE
b3574	yiaJ	b0809	glnQ	plaR	FALSE	glnQ	TRUE
b3574	yiaJ	b0819	ldtB	plaR	FALSE	ldtB	TRUE
b3574	yiaJ	b0820	ybiT	plaR	FALSE	ybiT	TRUE
b3574	yiaJ	b0830	gsiB	plaR	FALSE	gsiB	TRUE
b3574	yiaJ	b0890	ftsK	plaR	FALSE	ftsK	TRUE
b3574	yiaJ	b0910	cmk	plaR	FALSE	cmk	TRUE
b3574	yiaJ	b0914	msbA	plaR	FALSE	msbA	TRUE
b3574	yiaJ	b0923	mukE	plaR	FALSE	mukE	TRUE
b3574	yiaJ	b0924	mukB	plaR	FALSE	mukB	TRUE
b3574	yiaJ	b0926	ycbK	plaR	FALSE	mepK	FALSE
b3574	yiaJ	b0927	gloC	plaR	FALSE	gloC	TRUE
b3574	yiaJ	b0955	ycbZ	plaR	FALSE	ycbZ	TRUE
b3574	yiaJ	b0962	helD	plaR	FALSE	helD	TRUE
b3574	yiaJ	b0963	mgsA	plaR	FALSE	mgsA	TRUE
b3574	yiaJ	b1034	ycdX	plaR	FALSE	ycdX	TRUE
b3574	yiaJ	b1049	opgH	plaR	FALSE	opgH	TRUE
b3574	yiaJ	b1059	solA	plaR	FALSE	solA	TRUE
b3574	yiaJ	b1064	grxB	plaR	FALSE	grxB	TRUE
b3574	yiaJ	b1085	yceQ	plaR	FALSE	yceQ	TRUE
b3574	yiaJ	b1087	yceF	plaR	FALSE	yceF	TRUE
b3574	yiaJ	b1090	plsX	plaR	FALSE	plsX	TRUE
b3574	yiaJ	b1091	fabH	plaR	FALSE	fabH	TRUE
b3574	yiaJ	b1092	fabD	plaR	FALSE	fabD	TRUE
b3574	yiaJ	b1103	hinT	plaR	FALSE	hinT	TRUE
b3574	yiaJ	b1104	ycfL	plaR	FALSE	ycfL	TRUE
b3574	yiaJ	b1105	lpoB	plaR	FALSE	lpoB	TRUE
b3574	yiaJ	b1107	nagZ	plaR	FALSE	nagZ	TRUE
b3574	yiaJ	b1108	ycfP	plaR	FALSE	ycfP	TRUE
b3574	yiaJ	b1114	mfd	plaR	FALSE	mfd	TRUE
b3574	yiaJ	b1123	potD	plaR	FALSE	potD	TRUE
b3574	yiaJ	b1128	roxA	plaR	FALSE	roxA	TRUE
b3574	yiaJ	b1129	phoQ	plaR	FALSE	phoQ	TRUE
b3574	yiaJ	b1130	phoP	plaR	FALSE	phoP	TRUE
b3574	yiaJ	b1133	mnmA	plaR	FALSE	mnmA	TRUE
b3574	yiaJ	b1174	minE	plaR	FALSE	minE	TRUE
b3574	yiaJ	b1176	minC	plaR	FALSE	minC	TRUE
b3574	yiaJ	b1203	ychF	plaR	FALSE	ychF	TRUE
b3574	yiaJ	b1208	ispE	plaR	FALSE	ispE	TRUE
b3574	yiaJ	b1214	ychA	plaR	FALSE	ychA	TRUE
b3574	yiaJ	b1215	kdsA	plaR	FALSE	kdsA	TRUE
b3574	yiaJ	b1232	purU	plaR	FALSE	purU	TRUE
b3574	yiaJ	b1236	galU	plaR	FALSE	galU	TRUE
b3574	yiaJ	b1249	clsA	plaR	FALSE	clsA	TRUE
b3574	yiaJ	b1274	topA	plaR	FALSE	topA	TRUE
b3574	yiaJ	b1323	tyrR	plaR	FALSE	tyrR	TRUE
b3574	yiaJ	b1413	hrpA	plaR	FALSE	hrpA	TRUE
b3574	yiaJ	b1424	opgD	plaR	FALSE	opgD	TRUE
b3574	yiaJ	b1538	dcp	plaR	FALSE	dcp	TRUE
b3574	yiaJ	b1583	ynfB	plaR	FALSE	ynfB	TRUE
b3574	yiaJ	b1624	ydgJ	plaR	FALSE	ydgJ	TRUE
b3574	yiaJ	b1642	slyA	plaR	FALSE	slyA	TRUE
b3574	yiaJ	b1651	gloA	plaR	FALSE	gloA	TRUE
b3574	yiaJ	b1662	ribC	plaR	FALSE	ribC	TRUE
b3574	yiaJ	b1740	nadE	plaR	FALSE	nadE	TRUE
b3574	yiaJ	b1764	selD	plaR	FALSE	selD	TRUE
b3574	yiaJ	b1809	yoaB	plaR	FALSE	yoaB	TRUE
b3574	yiaJ	b1831	proQ	plaR	FALSE	proQ	TRUE
b3574	yiaJ	b1832	msrC	plaR	FALSE	msrC	TRUE
b3574	yiaJ	b1852	zwf	plaR	FALSE	zwf	TRUE
b3574	yiaJ	b1864	yebC	plaR	FALSE	yebC	TRUE
b3574	yiaJ	b1865	nudB	plaR	FALSE	nudB	TRUE
b3574	yiaJ	b1866	aspS	plaR	FALSE	aspS	TRUE
b3574	yiaJ	b1876	argS	plaR	FALSE	argS	TRUE
b3574	yiaJ	b1913	uvrC	plaR	FALSE	uvrC	TRUE
b3574	yiaJ	b1914	uvrY	plaR	FALSE	uvrY	TRUE
b3574	yiaJ	b1928	yedD	plaR	FALSE	yedD	TRUE
b3574	yiaJ	b1982	amn	plaR	FALSE	amn	TRUE
b3574	yiaJ	b2016	yeeZ	plaR	FALSE	yeeZ	TRUE
b3574	yiaJ	b2041	rfbB	plaR	FALSE	rfbB	TRUE
b3574	yiaJ	b2064	asmA	plaR	FALSE	asmA	TRUE
b3574	yiaJ	b2065	dcd	plaR	FALSE	dcd	TRUE
b3574	yiaJ	b2133	dld	plaR	FALSE	dld	TRUE
b3574	yiaJ	b2187	yejL	plaR	FALSE	yejL	TRUE
b3574	yiaJ	b2188	yejM	plaR	FALSE	yejM	TRUE
b3574	yiaJ	b2216	rcsD	plaR	FALSE	rcsD	TRUE
b3574	yiaJ	b2217	rcsB	plaR	FALSE	rcsB	TRUE
b3574	yiaJ	b2235	nrdB	plaR	FALSE	nrdB	TRUE
b3574	yiaJ	b2278	nuoL	plaR	FALSE	nuoL	TRUE
b3574	yiaJ	b2285	nuoE	plaR	FALSE	nuoE	TRUE
b3574	yiaJ	b2293	hxpA	plaR	FALSE	hxpA	TRUE
b3574	yiaJ	b2294	yfbU	plaR	FALSE	yfbU	TRUE
b3574	yiaJ	b2300	yfcE	plaR	FALSE	yfcE	TRUE
b3574	yiaJ	b2303	folX	plaR	FALSE	folX	TRUE
b3574	yiaJ	b2304	yfcH	plaR	FALSE	yfcH	TRUE
b3574	yiaJ	b2320	pdxB	plaR	FALSE	pdxB	TRUE
b3574	yiaJ	b2329	aroC	plaR	FALSE	aroC	TRUE
b3574	yiaJ	b2330	prmB	plaR	FALSE	prmB	TRUE
b3574	yiaJ	b2346	mlaA	plaR	FALSE	mlaA	TRUE
b3574	yiaJ	b2412	zipA	plaR	FALSE	zipA	TRUE
b3574	yiaJ	b2431	yfeX	plaR	FALSE	yfeX	TRUE
b3574	yiaJ	b2441	eutB	plaR	FALSE	eutB	TRUE
b3574	yiaJ	b2477	bamC	plaR	FALSE	bamC	TRUE
b3574	yiaJ	b2478	dapA	plaR	FALSE	dapA	TRUE
b3574	yiaJ	b2501	ppk	plaR	FALSE	ppk	TRUE
b3574	yiaJ	b2502	ppx	plaR	FALSE	ppx	TRUE
b3574	yiaJ	b2511	der	plaR	FALSE	der	TRUE
b3574	yiaJ	b2512	bamB	plaR	FALSE	bamB	TRUE
b3574	yiaJ	b2513	yfgM	plaR	FALSE	yfgM	TRUE
b3574	yiaJ	b2514	hisS	plaR	FALSE	hisS	TRUE
b3574	yiaJ	b2516	rodZ	plaR	FALSE	rodZ	TRUE
b3574	yiaJ	b2520	yfhM	plaR	FALSE	yfhM	TRUE
b3574	yiaJ	b2553	glnB	plaR	FALSE	glnB	TRUE
b3574	yiaJ	b2564	pdxJ	plaR	FALSE	pdxJ	TRUE
b3574	yiaJ	b2566	era	plaR	FALSE	era	TRUE
b3574	yiaJ	b2567	rnc	plaR	FALSE	rnc	TRUE
b3574	yiaJ	b2568	lepB	plaR	FALSE	lepB	TRUE
b3574	yiaJ	b2576	srmB	plaR	FALSE	srmB	TRUE
b3574	yiaJ	b2594	rluD	plaR	FALSE	rluD	TRUE
b3574	yiaJ	b2595	bamD	plaR	FALSE	bamD	TRUE
b3574	yiaJ	b2610	ffh	plaR	FALSE	ffh	TRUE
b3574	yiaJ	b2620	smpB	plaR	FALSE	smpB	TRUE
b3574	yiaJ	b2688	gshA	plaR	FALSE	gshA	TRUE
b3574	yiaJ	b2699	recA	plaR	FALSE	recA	TRUE
b3574	yiaJ	b2744	umpG	plaR	FALSE	umpG	TRUE
b3574	yiaJ	b2745	truD	plaR	FALSE	truD	TRUE
b3574	yiaJ	b2784	relA	plaR	FALSE	relA	TRUE
b3574	yiaJ	b2822	recC	plaR	FALSE	recC	TRUE
b3574	yiaJ	b2827	thyA	plaR	FALSE	thyA	TRUE
b3574	yiaJ	b2829	ptsP	plaR	FALSE	ptsP	TRUE
b3574	yiaJ	b2830	rppH	plaR	FALSE	rppH	TRUE
b3574	yiaJ	b2834	tas	plaR	FALSE	tas	TRUE
b3574	yiaJ	b2893	dsbC	plaR	FALSE	dsbC	TRUE
b3574	yiaJ	b2898	ygfZ	plaR	FALSE	ygfZ	TRUE
b3574	yiaJ	b2901	bglA	plaR	FALSE	bglA	TRUE
b3574	yiaJ	b2908	pepP	plaR	FALSE	pepP	TRUE
b3574	yiaJ	b2909	ygfB	plaR	FALSE	ygfB	TRUE
b3574	yiaJ	b2914	rpiA	plaR	FALSE	rpiA	TRUE
b3574	yiaJ	b2922	yggE	plaR	FALSE	yggE	TRUE
b3574	yiaJ	b2927	epd	plaR	FALSE	epd	TRUE
b3574	yiaJ	b2940	yqgC	plaR	FALSE	yqgC	TRUE
b3574	yiaJ	b2947	gshB	plaR	FALSE	gshB	TRUE
b3574	yiaJ	b2948	yqgE	plaR	FALSE	yqgE	TRUE
b3574	yiaJ	b2959	yggL	plaR	FALSE	yggL	TRUE
b3574	yiaJ	b2962	yggX	plaR	FALSE	yggX	TRUE
b3574	yiaJ	b2988	gss	plaR	FALSE	gss	TRUE
b3574	yiaJ	b3019	parC	plaR	FALSE	parC	TRUE
b3574	yiaJ	b3029	ygiN	plaR	FALSE	ygiN	TRUE
b3574	yiaJ	b3030	parE	plaR	FALSE	parE	TRUE
b3574	yiaJ	b3032	cpdA	plaR	FALSE	cpdA	TRUE
b3574	yiaJ	b3037	ygiB	plaR	FALSE	ygiB	TRUE
b3574	yiaJ	b3038	ygiC	plaR	FALSE	ygiC	TRUE
b3574	yiaJ	b3066	dnaG	plaR	FALSE	dnaG	TRUE
b3574	yiaJ	b3147	lpoA	plaR	FALSE	lpoA	TRUE
b3574	yiaJ	b3166	truB	plaR	FALSE	truB	TRUE
b3574	yiaJ	b3170	rimP	plaR	FALSE	rimP	TRUE
b3574	yiaJ	b3176	glmM	plaR	FALSE	glmM	TRUE
b3574	yiaJ	b3179	rlmE	plaR	FALSE	rlmE	TRUE
b3574	yiaJ	b3187	ispB	plaR	FALSE	ispB	TRUE
b3574	yiaJ	b3189	murA	plaR	FALSE	murA	TRUE
b3574	yiaJ	b3191	mlaB	plaR	FALSE	mlaB	TRUE
b3574	yiaJ	b3192	mlaC	plaR	FALSE	mlaC	TRUE
b3574	yiaJ	b3197	kdsD	plaR	FALSE	kdsD	TRUE
b3574	yiaJ	b3199	lptC	plaR	FALSE	lptC	TRUE
b3574	yiaJ	b3200	lptA	plaR	FALSE	lptA	TRUE
b3574	yiaJ	b3201	lptB	plaR	FALSE	lptB	TRUE
b3574	yiaJ	b3202	rpoN	plaR	FALSE	rpoN	TRUE
b3574	yiaJ	b3204	ptsN	plaR	FALSE	ptsN	TRUE
b3574	yiaJ	b3205	rapZ	plaR	FALSE	rapZ	TRUE
b3574	yiaJ	b3210	arcB	plaR	FALSE	arcB	TRUE
b3574	yiaJ	b3228	sspB	plaR	FALSE	sspB	TRUE
b3574	yiaJ	b3229	sspA	plaR	FALSE	sspA	TRUE
b3574	yiaJ	b3233	yhcB	plaR	FALSE	yhcB	TRUE
b3574	yiaJ	b3244	tldD	plaR	FALSE	tldD	TRUE
b3574	yiaJ	b3247	rng	plaR	FALSE	rng	TRUE
b3574	yiaJ	b3279	yrdA	plaR	FALSE	yrdA	TRUE
b3574	yiaJ	b3283	yrdD	plaR	FALSE	yrdD	TRUE
b3574	yiaJ	b3287	def	plaR	FALSE	def	TRUE
b3574	yiaJ	b3288	fmt	plaR	FALSE	fmt	TRUE
b3574	yiaJ	b3291	mscL	plaR	FALSE	mscL	TRUE
b3574	yiaJ	b3346	yheO	plaR	FALSE	yheO	TRUE
b3574	yiaJ	b3352	yheS	plaR	FALSE	yheS	TRUE
b3574	yiaJ	b3384	trpS	plaR	FALSE	trpS	TRUE
b3574	yiaJ	b3385	gph	plaR	FALSE	gph	TRUE
b3574	yiaJ	b3386	rpe	plaR	FALSE	rpe	TRUE
b3574	yiaJ	b3388	damX	plaR	FALSE	damX	TRUE
b3574	yiaJ	b3389	aroB	plaR	FALSE	aroB	TRUE
b3574	yiaJ	b3390	aroK	plaR	FALSE	aroK	TRUE
b3574	yiaJ	b3431	glgX	plaR	FALSE	glgX	TRUE
b3574	yiaJ	b3461	rpoH	plaR	FALSE	rpoH	TRUE
b3574	yiaJ	b3493	pitA	plaR	FALSE	pitA	TRUE
b3574	yiaJ	b3500	gor	plaR	FALSE	gor	TRUE
b3574	yiaJ	b3551	bisC	plaR	FALSE	bisC	TRUE
b3574	yiaJ	b3553	ghrB	plaR	FALSE	ghrB	TRUE
b3574	yiaJ	b3554	yiaF	plaR	FALSE	yiaF	TRUE
b3574	yiaJ	b3590	selB	plaR	FALSE	selB	TRUE
b3574	yiaJ	b3607	cysE	plaR	FALSE	cysE	TRUE
b3574	yiaJ	b3608	gpsA	plaR	FALSE	gpsA	TRUE
b3574	yiaJ	b3611	yibN	plaR	FALSE	yibN	TRUE
b3574	yiaJ	b3639	dfp	plaR	FALSE	dfp	TRUE
b3574	yiaJ	b3640	dut	plaR	FALSE	dut	TRUE
b3574	yiaJ	b3648	gmk	plaR	FALSE	gmk	TRUE
b3574	yiaJ	b3649	rpoZ	plaR	FALSE	rpoZ	TRUE
b3574	yiaJ	b3699	gyrB	plaR	FALSE	gyrB	TRUE
b3574	yiaJ	b3701	dnaN	plaR	FALSE	dnaN	TRUE
b3574	yiaJ	b3702	dnaA	plaR	FALSE	dnaA	TRUE
b3574	yiaJ	b3741	mnmG	plaR	FALSE	mnmG	TRUE
b3574	yiaJ	b3742	mioC	plaR	FALSE	mioC	TRUE
b3574	yiaJ	b3779	gpp	plaR	FALSE	gpp	TRUE
b3574	yiaJ	b3780	rhlB	plaR	FALSE	rhlB	TRUE
b3574	yiaJ	b3802	hemY	plaR	FALSE	hemY	TRUE
b3574	yiaJ	b3805	hemC	plaR	FALSE	hemC	TRUE
b3574	yiaJ	b3813	uvrD	plaR	FALSE	uvrD	TRUE
b3574	yiaJ	b3833	ubiE	plaR	FALSE	ubiE	TRUE
b3574	yiaJ	b3838	tatB	plaR	FALSE	tatB	TRUE
b3574	yiaJ	b3843	ubiD	plaR	FALSE	ubiD	TRUE
b3574	yiaJ	b3844	fre	plaR	FALSE	fre	TRUE
b3574	yiaJ	b3847	pepQ	plaR	FALSE	pepQ	TRUE
b3574	yiaJ	b3859	srkA	plaR	FALSE	srkA	TRUE
b3574	yiaJ	b3863	polA	plaR	FALSE	polA	TRUE
b3574	yiaJ	b3867	hemN	plaR	FALSE	hemN	TRUE
b3574	yiaJ	b3911	cpxA	plaR	FALSE	cpxA	TRUE
b3574	yiaJ	b3912	cpxR	plaR	FALSE	cpxR	TRUE
b3574	yiaJ	b3931	hslU	plaR	FALSE	hslU	TRUE
b3574	yiaJ	b3957	argE	plaR	FALSE	argE	TRUE
b3574	yiaJ	b3961	oxyR	plaR	FALSE	oxyR	TRUE
b3574	yiaJ	b3963	fabR	plaR	FALSE	fabR	TRUE
b3574	yiaJ	b3964	yijD	plaR	FALSE	yijD	TRUE
b3574	yiaJ	b3965	trmA	plaR	FALSE	trmA	TRUE
b3574	yiaJ	b3997	hemE	plaR	FALSE	hemE	TRUE
b3574	yiaJ	b4041	plsB	plaR	FALSE	plsB	TRUE
b3574	yiaJ	b4043	lexA	plaR	FALSE	lexA	TRUE
b3574	yiaJ	b4052	dnaB	plaR	FALSE	dnaB	TRUE
b3574	yiaJ	b4059	ssb	plaR	FALSE	ssb	TRUE
b3574	yiaJ	b4138	dcuA	plaR	FALSE	dcuA	TRUE
b3574	yiaJ	b4144	yjeI	plaR	FALSE	yjeI	TRUE
b3574	yiaJ	b4160	psd	plaR	FALSE	psd	TRUE
b3574	yiaJ	b4161	rsgA	plaR	FALSE	rsgA	TRUE
b3574	yiaJ	b4170	mutL	plaR	FALSE	mutL	TRUE
b3574	yiaJ	b4173	hflX	plaR	FALSE	hflX	TRUE
b3574	yiaJ	b4175	hflC	plaR	FALSE	hflC	TRUE
b3574	yiaJ	b4179	rnr	plaR	FALSE	rnr	TRUE
b3574	yiaJ	b4221	tamB	plaR	FALSE	tamB	TRUE
b3574	yiaJ	b4222	ytfP	plaR	FALSE	ytfP	TRUE
b3574	yiaJ	b4233	mpl	plaR	FALSE	mpl	TRUE
b3574	yiaJ	b4235	pmbA	plaR	FALSE	tldE	FALSE
b3574	yiaJ	b4255	rraB	plaR	FALSE	rraB	TRUE
b3574	yiaJ	b4260	pepA	plaR	FALSE	pepA	TRUE
b3574	yiaJ	b4295	yjhU	plaR	FALSE	yjhU	TRUE
b3574	yiaJ	b4396	rob	plaR	FALSE	rob	TRUE
b3574	yiaJ	b4492	ydbA	plaR	FALSE	ydbA	TRUE
b3574	yiaJ	b4558	yifL	plaR	FALSE	yifL	TRUE
b4365	yjjQ	b0926	ycbK	yjjQ	TRUE	mepK	FALSE
b4365	yjjQ	b4235	pmbA	yjjQ	TRUE	tldE	FALSE
b3010	yqhC	b0926	ycbK	yqhC	TRUE	mepK	FALSE
b3010	yqhC	b4235	pmbA	yqhC	TRUE	tldE	FALSE
b3292	zntR	b0926	ycbK	zntR	TRUE	mepK	FALSE
b3292	zntR	b4235	pmbA	zntR	TRUE	tldE	FALSE
b4004	zraR	b0926	ycbK	zraR	TRUE	mepK	FALSE
b4004	zraR	b4235	pmbA	zraR	TRUE	tldE	FALSE
b4046	zur	b0926	ycbK	zur	TRUE	mepK	FALSE
b4046	zur	b4235	pmbA	zur	TRUE	tldE	FALSE
