tf_bnum	tf_symbol	gene_bnum	gene_symbol	valid_tf	valid_gene
b0620	citB	b2575	trmN	TRUE	FALSE
b0676	nagC	b2575	trmN	TRUE	FALSE
b0683	fur	b2575	trmN	TRUE	FALSE
b0694	kdpE	b2575	trmN	TRUE	FALSE
b0730	mngR	b2575	trmN	TRUE	FALSE
b0761	modE	b2575	trmN	TRUE	FALSE
b0817	mntR	b2575	trmN	TRUE	FALSE
b0840	deoR	b2575	trmN	TRUE	FALSE
b0846	ybjK	b2575	trmN	TRUE	FALSE
b0889	lrp	b2575	trmN	TRUE	FALSE
b0912	ihfB	b2575	trmN	TRUE	FALSE
b0995	torR	b2575	trmN	TRUE	FALSE
b1013	rutR	b2575	trmN	TRUE	FALSE
b1014	putA	b2575	trmN	TRUE	FALSE
b1040	csgD	b2575	trmN	TRUE	FALSE
b1130	phoP	b2575	trmN	TRUE	FALSE
b1162	ycgE	b2575	trmN	TRUE	FALSE
b1187	fadR	b2575	trmN	TRUE	FALSE
b1201	dhaR	b2575	trmN	TRUE	FALSE
b1221	narL	b2575	trmN	TRUE	FALSE
b1237	hns	b2575	trmN	TRUE	FALSE
b1275	cysB	b2575	trmN	TRUE	FALSE
b1299	puuR	b2575	trmN	TRUE	FALSE
b1303	pspF	b2575	trmN	TRUE	FALSE
b1323	tyrR	b2575	trmN	TRUE	FALSE
b1328	ycjZ	b2575	trmN	TRUE	FALSE
b1334	fnr	b2575	trmN	TRUE	FALSE
b1384	feaR	b2575	trmN	TRUE	FALSE
b1399	paaX	b2575	trmN	TRUE	FALSE
b1434	ydcN	b2575	trmN	TRUE	FALSE
b1450	yncC	b2575	trmN	TRUE	FALSE
b1499	ydeO	b2575	trmN	TRUE	FALSE
b1507	hipA	b2575	trmN	TRUE	FALSE
b1508	hipB	b2575	trmN	TRUE	FALSE
b1512	lsrR	b2575	trmN	TRUE	FALSE
b1530	marR	b2575	trmN	TRUE	FALSE
b1531	marA	b2575	trmN	TRUE	FALSE
b1563	relE	b2575	trmN	TRUE	FALSE
b1564	relB	b2575	trmN	TRUE	FALSE
b1594	dgsA	b2575	trmN	TRUE	FALSE
b1608	rstA	b2575	trmN	TRUE	FALSE
b1618	uidR	b2575	trmN	TRUE	FALSE
b1620	malI	b2575	trmN	TRUE	FALSE
b1642	slyA	b2575	trmN	TRUE	FALSE
b1649	ydhM	b2575	trmN	TRUE	FALSE
b1658	purR	b2575	trmN	TRUE	FALSE
b1712	ihfA	b2575	trmN	TRUE	FALSE
b1735	chbR	b2575	trmN	TRUE	FALSE
b1827	kdgR	b2575	trmN	TRUE	FALSE
b1891	flhC	b2575	trmN	TRUE	FALSE
b1892	flhD	b2575	trmN	TRUE	FALSE
b1914	uvrY	b2575	trmN	TRUE	FALSE
b1916	sdiA	b2575	trmN	TRUE	FALSE
b1921	fliZ	b2575	trmN	TRUE	FALSE
b1951	rcsA	b2575	trmN	TRUE	FALSE
b1969	yedW	b2575	trmN	TRUE	FALSE
b1987	cbl	b2575	trmN	TRUE	FALSE
b1988	nac	b2575	trmN	TRUE	FALSE
b2079	baeR	b2575	trmN	TRUE	FALSE
b2105	rcnR	b2575	trmN	TRUE	FALSE
b2127	mlrA	b2575	trmN	TRUE	FALSE
b2151	galS	b2575	trmN	TRUE	FALSE
b2163	yeiL	b2575	trmN	TRUE	FALSE
b2193	narP	b2575	trmN	TRUE	FALSE
b2213	ada	b2575	trmN	TRUE	FALSE
b2217	rcsB	b2575	trmN	TRUE	FALSE
b2220	atoC	b2575	trmN	TRUE	FALSE
b2289	lrhA	b2575	trmN	TRUE	FALSE
b2364	dsdC	b2575	trmN	TRUE	FALSE
b2369	evgA	b2575	trmN	TRUE	FALSE
b2405	xapR	b2575	trmN	TRUE	FALSE
b2427	yfeT	b2575	trmN	TRUE	FALSE
b2491	hyfR	b2575	trmN	TRUE	FALSE
b2531	iscR	b2575	trmN	TRUE	FALSE
b2537	hcaR	b2575	trmN	TRUE	FALSE
b2554	yfhA	b2575	trmN	TRUE	FALSE
b2669	stpA	b2575	trmN	TRUE	FALSE
b2684	mprA	b2575	trmN	TRUE	FALSE
b2697	alaS	b2575	trmN	TRUE	FALSE
b2706	gutM	b2575	trmN	TRUE	FALSE
b2707	srlR	b2575	trmN	TRUE	FALSE
b2709	norR	b2575	trmN	TRUE	FALSE
b2714	ascG	b2575	trmN	TRUE	FALSE
b2731	fhlA	b2575	trmN	TRUE	FALSE
b2782	mazF	b2575	trmN	TRUE	FALSE
b2783	mazE	b2575	trmN	TRUE	FALSE
b2805	fucR	b2575	trmN	TRUE	FALSE
b2808	gcvA	b2575	trmN	TRUE	FALSE
b2837	galR	b2575	trmN	TRUE	FALSE
b2839	lysR	b2575	trmN	TRUE	FALSE
b2916	argP	b2575	trmN	TRUE	FALSE
b2980	glcC	b2575	trmN	TRUE	FALSE
b3010	yqhC	b2575	trmN	TRUE	FALSE
b3021	ygiT	b2575	trmN	TRUE	FALSE
b3025	qseB	b2575	trmN	TRUE	FALSE
b3075	ebgR	b2575	trmN	TRUE	FALSE
b3094	exuR	b2575	trmN	TRUE	FALSE
b3105	yhaJ	b2575	trmN	TRUE	FALSE
b3118	tdcA	b2575	trmN	TRUE	FALSE
b3119	tdcR	b2575	trmN	TRUE	FALSE
b3131	agaR	b2575	trmN	TRUE	FALSE
b3226	nanR	b2575	trmN	TRUE	FALSE
b3237	argR	b2575	trmN	TRUE	FALSE
b3261	fis	b2575	trmN	TRUE	FALSE
b3264	envR	b2575	trmN	TRUE	FALSE
b3292	zntR	b2575	trmN	TRUE	FALSE
b3357	crp	b2575	trmN	TRUE	FALSE
b3405	ompR	b2575	trmN	TRUE	FALSE
b3418	malT	b2575	trmN	TRUE	FALSE
b3422	rtcR	b2575	trmN	TRUE	FALSE
b3423	glpR	b2575	trmN	TRUE	FALSE
b3438	gntR	b2575	trmN	TRUE	FALSE
b3481	nikR	b2575	trmN	TRUE	FALSE
b3501	arsR	b2575	trmN	TRUE	FALSE
b3512	gadE	b2575	trmN	TRUE	FALSE
b3515	gadW	b2575	trmN	TRUE	FALSE
b3516	gadX	b2575	trmN	TRUE	FALSE
b3556	cspA	b2575	trmN	TRUE	FALSE
b3569	xylR	b2575	trmN	TRUE	FALSE
b3574	yiaJ	b2575	trmN	TRUE	FALSE
b3604	lldR	b2575	trmN	TRUE	FALSE
b3669	uhpA	b2575	trmN	TRUE	FALSE
b3702	dnaA	b2575	trmN	TRUE	FALSE
b3743	asnC	b2575	trmN	TRUE	FALSE
b3753	rbsR	b2575	trmN	TRUE	FALSE
b3773	ilvY	b2575	trmN	TRUE	FALSE
b3828	metR	b2575	trmN	TRUE	FALSE
b3868	glnG	b2575	trmN	TRUE	FALSE
b3905	rhaS	b2575	trmN	TRUE	FALSE
b3906	rhaR	b2575	trmN	TRUE	FALSE
b3912	cpxR	b2575	trmN	TRUE	FALSE
b3934	cytR	b2575	trmN	TRUE	FALSE
b3938	metJ	b2575	trmN	TRUE	FALSE
b3961	oxyR	b2575	trmN	TRUE	FALSE
b3963	fabR	b2575	trmN	TRUE	FALSE
b3973	birA	b2575	trmN	TRUE	FALSE
b4000	hupA	b2575	trmN	TRUE	FALSE
b4004	zraR	b2575	trmN	TRUE	FALSE
b4018	iclR	b2575	trmN	TRUE	FALSE
b4043	lexA	b2575	trmN	TRUE	FALSE
b4046	zur	b2575	trmN	TRUE	FALSE
b4062	soxS	b2575	trmN	TRUE	FALSE
b4063	soxR	b2575	trmN	TRUE	FALSE
b4089	rpiR	b2575	trmN	TRUE	FALSE
b4113	basR	b2575	trmN	TRUE	FALSE
b4116	adiY	b2575	trmN	TRUE	FALSE
b4118	melR	b2575	trmN	TRUE	FALSE
b4124	dcuR	b2575	trmN	TRUE	FALSE
b4133	cadC	b2575	trmN	TRUE	FALSE
b4178	nsrR	b2575	trmN	TRUE	FALSE
b4187	aidB	b2575	trmN	TRUE	FALSE
b4191	ulaR	b2575	trmN	TRUE	FALSE
b4241	treR	b2575	trmN	TRUE	FALSE
b4260	pepA	b2575	trmN	TRUE	FALSE
b4264	idnR	b2575	trmN	TRUE	FALSE
b4324	uxuR	b2575	trmN	TRUE	FALSE
b4327	yjiE	b2575	trmN	TRUE	FALSE
b4365	yjjQ	b2575	trmN	TRUE	FALSE
b4366	bglJ	b2575	trmN	TRUE	FALSE
b4390	nadR	b2575	trmN	TRUE	FALSE
b4393	trpR	b2575	trmN	TRUE	FALSE
b4396	rob	b2575	trmN	TRUE	FALSE
b4398	creB	b2575	trmN	TRUE	FALSE
b4401	arcA	b2575	trmN	TRUE	FALSE
b4480	hdfR	b2575	trmN	TRUE	FALSE
b0020	nhaR	b3504	yhiS_1	TRUE	FALSE
b0034	caiF	b3504	yhiS_1	TRUE	FALSE
b0064	araC	b3504	yhiS_1	TRUE	FALSE
b0069	sgrR	b3504	yhiS_1	TRUE	FALSE
b0076	leuO	b3504	yhiS_1	TRUE	FALSE
b0080	fruR	b3504	yhiS_1	TRUE	FALSE
b0113	pdhR	b3504	yhiS_1	TRUE	FALSE
b0162	cdaR	b3504	yhiS_1	TRUE	FALSE
b0225	yafQ	b3504	yhiS_1	TRUE	FALSE
b0226	dinJ	b3504	yhiS_1	TRUE	FALSE
b0294	matA	b3504	yhiS_1	TRUE	FALSE
b0305	ykgD	b3504	yhiS_1	TRUE	FALSE
b0313	betI	b3504	yhiS_1	TRUE	FALSE
b0330	prpR	b3504	yhiS_1	TRUE	FALSE
b0338	cynR	b3504	yhiS_1	TRUE	FALSE
b0345	lacI	b3504	yhiS_1	TRUE	FALSE
b0346	mhpR	b3504	yhiS_1	TRUE	FALSE
b0399	phoB	b3504	yhiS_1	TRUE	FALSE
b0413	nrdR	b3504	yhiS_1	TRUE	FALSE
b0435	bolA	b3504	yhiS_1	TRUE	FALSE
b0440	hupB	b3504	yhiS_1	TRUE	FALSE
b0464	acrR	b3504	yhiS_1	TRUE	FALSE
b0487	cueR	b3504	yhiS_1	TRUE	FALSE
b0506	allR	b3504	yhiS_1	TRUE	FALSE
b0564	appY	b3504	yhiS_1	TRUE	FALSE
b0566	envY	b3504	yhiS_1	TRUE	FALSE
b0571	cusR	b3504	yhiS_1	TRUE	FALSE
b0620	citB	b3504	yhiS_1	TRUE	FALSE
b0676	nagC	b3504	yhiS_1	TRUE	FALSE
b0683	fur	b3504	yhiS_1	TRUE	FALSE
b0694	kdpE	b3504	yhiS_1	TRUE	FALSE
b0730	mngR	b3504	yhiS_1	TRUE	FALSE
b0761	modE	b3504	yhiS_1	TRUE	FALSE
b0817	mntR	b3504	yhiS_1	TRUE	FALSE
b0840	deoR	b3504	yhiS_1	TRUE	FALSE
b0846	ybjK	b3504	yhiS_1	TRUE	FALSE
b0889	lrp	b3504	yhiS_1	TRUE	FALSE
b0912	ihfB	b3504	yhiS_1	TRUE	FALSE
b0995	torR	b3504	yhiS_1	TRUE	FALSE
b1013	rutR	b3504	yhiS_1	TRUE	FALSE
b1014	putA	b3504	yhiS_1	TRUE	FALSE
b1040	csgD	b3504	yhiS_1	TRUE	FALSE
b1130	phoP	b3504	yhiS_1	TRUE	FALSE
b1162	ycgE	b3504	yhiS_1	TRUE	FALSE
b1187	fadR	b3504	yhiS_1	TRUE	FALSE
b1201	dhaR	b3504	yhiS_1	TRUE	FALSE
b1221	narL	b3504	yhiS_1	TRUE	FALSE
b1237	hns	b3504	yhiS_1	TRUE	FALSE
b1275	cysB	b3504	yhiS_1	TRUE	FALSE
b1299	puuR	b3504	yhiS_1	TRUE	FALSE
b1303	pspF	b3504	yhiS_1	TRUE	FALSE
b1323	tyrR	b3504	yhiS_1	TRUE	FALSE
b1328	ycjZ	b3504	yhiS_1	TRUE	FALSE
b1334	fnr	b3504	yhiS_1	TRUE	FALSE
b1384	feaR	b3504	yhiS_1	TRUE	FALSE
b1399	paaX	b3504	yhiS_1	TRUE	FALSE
b1434	ydcN	b3504	yhiS_1	TRUE	FALSE
b1450	yncC	b3504	yhiS_1	TRUE	FALSE
b1499	ydeO	b3504	yhiS_1	TRUE	FALSE
b1507	hipA	b3504	yhiS_1	TRUE	FALSE
b1508	hipB	b3504	yhiS_1	TRUE	FALSE
b1512	lsrR	b3504	yhiS_1	TRUE	FALSE
b1530	marR	b3504	yhiS_1	TRUE	FALSE
b1531	marA	b3504	yhiS_1	TRUE	FALSE
b1563	relE	b3504	yhiS_1	TRUE	FALSE
b1564	relB	b3504	yhiS_1	TRUE	FALSE
b1594	dgsA	b3504	yhiS_1	TRUE	FALSE
b1608	rstA	b3504	yhiS_1	TRUE	FALSE
b1618	uidR	b3504	yhiS_1	TRUE	FALSE
b1620	malI	b3504	yhiS_1	TRUE	FALSE
b1642	slyA	b3504	yhiS_1	TRUE	FALSE
b1649	ydhM	b3504	yhiS_1	TRUE	FALSE
b1658	purR	b3504	yhiS_1	TRUE	FALSE
b1712	ihfA	b3504	yhiS_1	TRUE	FALSE
b1735	chbR	b3504	yhiS_1	TRUE	FALSE
b1827	kdgR	b3504	yhiS_1	TRUE	FALSE
b1891	flhC	b3504	yhiS_1	TRUE	FALSE
b1892	flhD	b3504	yhiS_1	TRUE	FALSE
b1914	uvrY	b3504	yhiS_1	TRUE	FALSE
b1916	sdiA	b3504	yhiS_1	TRUE	FALSE
b1921	fliZ	b3504	yhiS_1	TRUE	FALSE
b1951	rcsA	b3504	yhiS_1	TRUE	FALSE
b1969	yedW	b3504	yhiS_1	TRUE	FALSE
b1987	cbl	b3504	yhiS_1	TRUE	FALSE
b1988	nac	b3504	yhiS_1	TRUE	FALSE
b2079	baeR	b3504	yhiS_1	TRUE	FALSE
b2105	rcnR	b3504	yhiS_1	TRUE	FALSE
b2127	mlrA	b3504	yhiS_1	TRUE	FALSE
b2151	galS	b3504	yhiS_1	TRUE	FALSE
b2163	yeiL	b3504	yhiS_1	TRUE	FALSE
b2193	narP	b3504	yhiS_1	TRUE	FALSE
b2213	ada	b3504	yhiS_1	TRUE	FALSE
b2217	rcsB	b3504	yhiS_1	TRUE	FALSE
b2220	atoC	b3504	yhiS_1	TRUE	FALSE
b2289	lrhA	b3504	yhiS_1	TRUE	FALSE
b2364	dsdC	b3504	yhiS_1	TRUE	FALSE
b2369	evgA	b3504	yhiS_1	TRUE	FALSE
b2405	xapR	b3504	yhiS_1	TRUE	FALSE
b2427	yfeT	b3504	yhiS_1	TRUE	FALSE
b2491	hyfR	b3504	yhiS_1	TRUE	FALSE
b2531	iscR	b3504	yhiS_1	TRUE	FALSE
b2537	hcaR	b3504	yhiS_1	TRUE	FALSE
b2554	yfhA	b3504	yhiS_1	TRUE	FALSE
b2669	stpA	b3504	yhiS_1	TRUE	FALSE
b2684	mprA	b3504	yhiS_1	TRUE	FALSE
b2697	alaS	b3504	yhiS_1	TRUE	FALSE
b2706	gutM	b3504	yhiS_1	TRUE	FALSE
b2707	srlR	b3504	yhiS_1	TRUE	FALSE
b2709	norR	b3504	yhiS_1	TRUE	FALSE
b2714	ascG	b3504	yhiS_1	TRUE	FALSE
b2731	fhlA	b3504	yhiS_1	TRUE	FALSE
b2782	mazF	b3504	yhiS_1	TRUE	FALSE
b2783	mazE	b3504	yhiS_1	TRUE	FALSE
b2805	fucR	b3504	yhiS_1	TRUE	FALSE
b2808	gcvA	b3504	yhiS_1	TRUE	FALSE
b2837	galR	b3504	yhiS_1	TRUE	FALSE
b2839	lysR	b3504	yhiS_1	TRUE	FALSE
b2916	argP	b3504	yhiS_1	TRUE	FALSE
b2980	glcC	b3504	yhiS_1	TRUE	FALSE
b3010	yqhC	b3504	yhiS_1	TRUE	FALSE
b3021	ygiT	b3504	yhiS_1	TRUE	FALSE
b3025	qseB	b3504	yhiS_1	TRUE	FALSE
b3075	ebgR	b3504	yhiS_1	TRUE	FALSE
b3094	exuR	b3504	yhiS_1	TRUE	FALSE
b3105	yhaJ	b3504	yhiS_1	TRUE	FALSE
b3118	tdcA	b3504	yhiS_1	TRUE	FALSE
b3119	tdcR	b3504	yhiS_1	TRUE	FALSE
b3131	agaR	b3504	yhiS_1	TRUE	FALSE
b3226	nanR	b3504	yhiS_1	TRUE	FALSE
b3237	argR	b3504	yhiS_1	TRUE	FALSE
b3261	fis	b3504	yhiS_1	TRUE	FALSE
b3264	envR	b3504	yhiS_1	TRUE	FALSE
b3292	zntR	b3504	yhiS_1	TRUE	FALSE
b3357	crp	b3504	yhiS_1	TRUE	FALSE
b3405	ompR	b3504	yhiS_1	TRUE	FALSE
b3418	malT	b3504	yhiS_1	TRUE	FALSE
b3422	rtcR	b3504	yhiS_1	TRUE	FALSE
b3423	glpR	b3504	yhiS_1	TRUE	FALSE
b3438	gntR	b3504	yhiS_1	TRUE	FALSE
b3481	nikR	b3504	yhiS_1	TRUE	FALSE
b3501	arsR	b3504	yhiS_1	TRUE	FALSE
b3512	gadE	b3504	yhiS_1	TRUE	FALSE
b3515	gadW	b3504	yhiS_1	TRUE	FALSE
b3516	gadX	b3504	yhiS_1	TRUE	FALSE
b3556	cspA	b3504	yhiS_1	TRUE	FALSE
b3569	xylR	b3504	yhiS_1	TRUE	FALSE
b3574	yiaJ	b3504	yhiS_1	TRUE	FALSE
b3604	lldR	b3504	yhiS_1	TRUE	FALSE
b3669	uhpA	b3504	yhiS_1	TRUE	FALSE
b3702	dnaA	b3504	yhiS_1	TRUE	FALSE
b3743	asnC	b3504	yhiS_1	TRUE	FALSE
b3753	rbsR	b3504	yhiS_1	TRUE	FALSE
b3773	ilvY	b3504	yhiS_1	TRUE	FALSE
b3828	metR	b3504	yhiS_1	TRUE	FALSE
b3868	glnG	b3504	yhiS_1	TRUE	FALSE
b3905	rhaS	b3504	yhiS_1	TRUE	FALSE
b3906	rhaR	b3504	yhiS_1	TRUE	FALSE
b3912	cpxR	b3504	yhiS_1	TRUE	FALSE
b3934	cytR	b3504	yhiS_1	TRUE	FALSE
b3938	metJ	b3504	yhiS_1	TRUE	FALSE
b3961	oxyR	b3504	yhiS_1	TRUE	FALSE
b3963	fabR	b3504	yhiS_1	TRUE	FALSE
b3973	birA	b3504	yhiS_1	TRUE	FALSE
b4000	hupA	b3504	yhiS_1	TRUE	FALSE
b4004	zraR	b3504	yhiS_1	TRUE	FALSE
b4018	iclR	b3504	yhiS_1	TRUE	FALSE
b4043	lexA	b3504	yhiS_1	TRUE	FALSE
b4046	zur	b3504	yhiS_1	TRUE	FALSE
b4062	soxS	b3504	yhiS_1	TRUE	FALSE
b4063	soxR	b3504	yhiS_1	TRUE	FALSE
b4089	rpiR	b3504	yhiS_1	TRUE	FALSE
b4113	basR	b3504	yhiS_1	TRUE	FALSE
b4116	adiY	b3504	yhiS_1	TRUE	FALSE
b4118	melR	b3504	yhiS_1	TRUE	FALSE
b4124	dcuR	b3504	yhiS_1	TRUE	FALSE
b4133	cadC	b3504	yhiS_1	TRUE	FALSE
b4178	nsrR	b3504	yhiS_1	TRUE	FALSE
b4187	aidB	b3504	yhiS_1	TRUE	FALSE
b4191	ulaR	b3504	yhiS_1	TRUE	FALSE
b4241	treR	b3504	yhiS_1	TRUE	FALSE
b4260	pepA	b3504	yhiS_1	TRUE	FALSE
b4264	idnR	b3504	yhiS_1	TRUE	FALSE
b4324	uxuR	b3504	yhiS_1	TRUE	FALSE
b4327	yjiE	b3504	yhiS_1	TRUE	FALSE
b4365	yjjQ	b3504	yhiS_1	TRUE	FALSE
b4366	bglJ	b3504	yhiS_1	TRUE	FALSE
b4390	nadR	b3504	yhiS_1	TRUE	FALSE
b4393	trpR	b3504	yhiS_1	TRUE	FALSE
b4396	rob	b3504	yhiS_1	TRUE	FALSE
b4398	creB	b3504	yhiS_1	TRUE	FALSE
b4401	arcA	b3504	yhiS_1	TRUE	FALSE
b4480	hdfR	b3504	yhiS_1	TRUE	FALSE
b0020	nhaR	b4104	phnE_1	TRUE	FALSE
b0034	caiF	b4104	phnE_1	TRUE	FALSE
b0064	araC	b4104	phnE_1	TRUE	FALSE
b0069	sgrR	b4104	phnE_1	TRUE	FALSE
b0076	leuO	b4104	phnE_1	TRUE	FALSE
b0080	fruR	b4104	phnE_1	TRUE	FALSE
b0113	pdhR	b4104	phnE_1	TRUE	FALSE
b0162	cdaR	b4104	phnE_1	TRUE	FALSE
b0225	yafQ	b4104	phnE_1	TRUE	FALSE
b0226	dinJ	b4104	phnE_1	TRUE	FALSE
b0294	matA	b4104	phnE_1	TRUE	FALSE
b0305	ykgD	b4104	phnE_1	TRUE	FALSE
b0313	betI	b4104	phnE_1	TRUE	FALSE
b0330	prpR	b4104	phnE_1	TRUE	FALSE
b0338	cynR	b4104	phnE_1	TRUE	FALSE
b0345	lacI	b4104	phnE_1	TRUE	FALSE
b0346	mhpR	b4104	phnE_1	TRUE	FALSE
b0399	phoB	b4104	phnE_1	TRUE	FALSE
b0413	nrdR	b4104	phnE_1	TRUE	FALSE
b0435	bolA	b4104	phnE_1	TRUE	FALSE
b0440	hupB	b4104	phnE_1	TRUE	FALSE
b0464	acrR	b4104	phnE_1	TRUE	FALSE
b0487	cueR	b4104	phnE_1	TRUE	FALSE
b0506	allR	b4104	phnE_1	TRUE	FALSE
b0564	appY	b4104	phnE_1	TRUE	FALSE
b0566	envY	b4104	phnE_1	TRUE	FALSE
b0571	cusR	b4104	phnE_1	TRUE	FALSE
b0620	citB	b4104	phnE_1	TRUE	FALSE
b0676	nagC	b4104	phnE_1	TRUE	FALSE
b0683	fur	b4104	phnE_1	TRUE	FALSE
b0694	kdpE	b4104	phnE_1	TRUE	FALSE
b0730	mngR	b4104	phnE_1	TRUE	FALSE
b0761	modE	b4104	phnE_1	TRUE	FALSE
b0817	mntR	b4104	phnE_1	TRUE	FALSE
b0840	deoR	b4104	phnE_1	TRUE	FALSE
b0846	ybjK	b4104	phnE_1	TRUE	FALSE
b0889	lrp	b4104	phnE_1	TRUE	FALSE
b0912	ihfB	b4104	phnE_1	TRUE	FALSE
b0995	torR	b4104	phnE_1	TRUE	FALSE
b1013	rutR	b4104	phnE_1	TRUE	FALSE
b1014	putA	b4104	phnE_1	TRUE	FALSE
b1040	csgD	b4104	phnE_1	TRUE	FALSE
b1130	phoP	b4104	phnE_1	TRUE	FALSE
b1162	ycgE	b4104	phnE_1	TRUE	FALSE
b1187	fadR	b4104	phnE_1	TRUE	FALSE
b1201	dhaR	b4104	phnE_1	TRUE	FALSE
b1221	narL	b4104	phnE_1	TRUE	FALSE
b1237	hns	b4104	phnE_1	TRUE	FALSE
b1275	cysB	b4104	phnE_1	TRUE	FALSE
b1299	puuR	b4104	phnE_1	TRUE	FALSE
b1303	pspF	b4104	phnE_1	TRUE	FALSE
b1323	tyrR	b4104	phnE_1	TRUE	FALSE
b1328	ycjZ	b4104	phnE_1	TRUE	FALSE
b1334	fnr	b4104	phnE_1	TRUE	FALSE
b1384	feaR	b4104	phnE_1	TRUE	FALSE
b1399	paaX	b4104	phnE_1	TRUE	FALSE
b1434	ydcN	b4104	phnE_1	TRUE	FALSE
b1450	yncC	b4104	phnE_1	TRUE	FALSE
b1499	ydeO	b4104	phnE_1	TRUE	FALSE
b1507	hipA	b4104	phnE_1	TRUE	FALSE
b1508	hipB	b4104	phnE_1	TRUE	FALSE
b1512	lsrR	b4104	phnE_1	TRUE	FALSE
b1530	marR	b4104	phnE_1	TRUE	FALSE
b1531	marA	b4104	phnE_1	TRUE	FALSE
b1563	relE	b4104	phnE_1	TRUE	FALSE
b1564	relB	b4104	phnE_1	TRUE	FALSE
b1594	dgsA	b4104	phnE_1	TRUE	FALSE
b1608	rstA	b4104	phnE_1	TRUE	FALSE
b1618	uidR	b4104	phnE_1	TRUE	FALSE
b1620	malI	b4104	phnE_1	TRUE	FALSE
b1642	slyA	b4104	phnE_1	TRUE	FALSE
b1649	ydhM	b4104	phnE_1	TRUE	FALSE
b1658	purR	b4104	phnE_1	TRUE	FALSE
b1712	ihfA	b4104	phnE_1	TRUE	FALSE
b1735	chbR	b4104	phnE_1	TRUE	FALSE
b1827	kdgR	b4104	phnE_1	TRUE	FALSE
b1891	flhC	b4104	phnE_1	TRUE	FALSE
b1892	flhD	b4104	phnE_1	TRUE	FALSE
b1914	uvrY	b4104	phnE_1	TRUE	FALSE
b1916	sdiA	b4104	phnE_1	TRUE	FALSE
b1921	fliZ	b4104	phnE_1	TRUE	FALSE
b1951	rcsA	b4104	phnE_1	TRUE	FALSE
b1969	yedW	b4104	phnE_1	TRUE	FALSE
b1987	cbl	b4104	phnE_1	TRUE	FALSE
b1988	nac	b4104	phnE_1	TRUE	FALSE
b2079	baeR	b4104	phnE_1	TRUE	FALSE
b2105	rcnR	b4104	phnE_1	TRUE	FALSE
b2127	mlrA	b4104	phnE_1	TRUE	FALSE
b2151	galS	b4104	phnE_1	TRUE	FALSE
b2163	yeiL	b4104	phnE_1	TRUE	FALSE
b2193	narP	b4104	phnE_1	TRUE	FALSE
b2213	ada	b4104	phnE_1	TRUE	FALSE
b2217	rcsB	b4104	phnE_1	TRUE	FALSE
b2220	atoC	b4104	phnE_1	TRUE	FALSE
b2289	lrhA	b4104	phnE_1	TRUE	FALSE
b2364	dsdC	b4104	phnE_1	TRUE	FALSE
b2369	evgA	b4104	phnE_1	TRUE	FALSE
b2405	xapR	b4104	phnE_1	TRUE	FALSE
b2427	yfeT	b4104	phnE_1	TRUE	FALSE
b2491	hyfR	b4104	phnE_1	TRUE	FALSE
b2531	iscR	b4104	phnE_1	TRUE	FALSE
b2537	hcaR	b4104	phnE_1	TRUE	FALSE
b2554	yfhA	b4104	phnE_1	TRUE	FALSE
b2669	stpA	b4104	phnE_1	TRUE	FALSE
b2684	mprA	b4104	phnE_1	TRUE	FALSE
b2697	alaS	b4104	phnE_1	TRUE	FALSE
b2706	gutM	b4104	phnE_1	TRUE	FALSE
b2707	srlR	b4104	phnE_1	TRUE	FALSE
b2709	norR	b4104	phnE_1	TRUE	FALSE
b2714	ascG	b4104	phnE_1	TRUE	FALSE
b2731	fhlA	b4104	phnE_1	TRUE	FALSE
b2782	mazF	b4104	phnE_1	TRUE	FALSE
b2783	mazE	b4104	phnE_1	TRUE	FALSE
b2805	fucR	b4104	phnE_1	TRUE	FALSE
b2808	gcvA	b4104	phnE_1	TRUE	FALSE
b2837	galR	b4104	phnE_1	TRUE	FALSE
b2839	lysR	b4104	phnE_1	TRUE	FALSE
b2916	argP	b4104	phnE_1	TRUE	FALSE
b2980	glcC	b4104	phnE_1	TRUE	FALSE
b3010	yqhC	b4104	phnE_1	TRUE	FALSE
b3021	ygiT	b4104	phnE_1	TRUE	FALSE
b3025	qseB	b4104	phnE_1	TRUE	FALSE
b3075	ebgR	b4104	phnE_1	TRUE	FALSE
b3094	exuR	b4104	phnE_1	TRUE	FALSE
b3105	yhaJ	b4104	phnE_1	TRUE	FALSE
b3118	tdcA	b4104	phnE_1	TRUE	FALSE
b3119	tdcR	b4104	phnE_1	TRUE	FALSE
b3131	agaR	b4104	phnE_1	TRUE	FALSE
b3226	nanR	b4104	phnE_1	TRUE	FALSE
b3237	argR	b4104	phnE_1	TRUE	FALSE
b3261	fis	b4104	phnE_1	TRUE	FALSE
b3264	envR	b4104	phnE_1	TRUE	FALSE
b3292	zntR	b4104	phnE_1	TRUE	FALSE
b3357	crp	b4104	phnE_1	TRUE	FALSE
b3405	ompR	b4104	phnE_1	TRUE	FALSE
b3418	malT	b4104	phnE_1	TRUE	FALSE
b3422	rtcR	b4104	phnE_1	TRUE	FALSE
b3423	glpR	b4104	phnE_1	TRUE	FALSE
b3438	gntR	b4104	phnE_1	TRUE	FALSE
b3481	nikR	b4104	phnE_1	TRUE	FALSE
b3501	arsR	b4104	phnE_1	TRUE	FALSE
b3512	gadE	b4104	phnE_1	TRUE	FALSE
b3515	gadW	b4104	phnE_1	TRUE	FALSE
